FeedbackSK,Feedback ID,Feedback Type,Resolution Status
1928,2046,Praise,Pending
1929,2047,Praise,Resolved
1930,2048,Praise,Resolved
1931,2049,Praise,Pending
1932,2050,Praise,Pending
1933,2051,Suggestion,Resolved
1934,2052,Suggestion,Pending
1935,2053,Praise,Resolved
1936,2054,Complaint,Resolved
1937,2056,Suggestion,Pending
1938,2057,Complaint,Pending
1939,2058,Praise,Pending
1940,2059,Suggestion,Resolved
1941,2060,Praise,Resolved
1942,2062,Complaint,Pending
1943,2063,Suggestion,Pending
1944,2064,Complaint,Pending
1945,2065,Complaint,Pending
1946,2066,Praise,Resolved
1947,2067,Complaint,Pending
1948,2068,Praise,Pending
1949,2069,Praise,Pending
1950,2070,Suggestion,Resolved
1951,2071,Suggestion,Resolved
1952,2073,Praise,Resolved
1953,2074,Praise,Resolved
1954,2075,Praise,Resolved
1955,2076,Complaint,Pending
1956,2077,Complaint,Pending
1957,2078,Praise,Resolved
1958,2079,Suggestion,Resolved
1959,2080,Suggestion,Resolved
1960,2082,Suggestion,Resolved
1961,2083,Complaint,Resolved
1962,2084,Suggestion,Pending
1963,2085,Suggestion,Pending
1964,2086,Praise,Resolved
1965,2087,Praise,Resolved
1966,2088,Praise,Resolved
1967,2089,Complaint,Pending
1968,2090,Praise,Pending
1969,2091,Complaint,Pending
1970,2092,Suggestion,Resolved
1971,2093,Complaint,Resolved
1972,2094,Suggestion,Pending
1973,2096,Suggestion,Pending
1974,2097,Complaint,Resolved
1975,2098,Suggestion,Resolved
1976,2099,Praise,Resolved
1977,2100,Praise,Resolved
1978,2101,Complaint,Resolved
1979,2102,Complaint,Pending
1980,2103,Praise,Resolved
1981,2104,Suggestion,Pending
1982,2105,Suggestion,Resolved
1983,2106,Suggestion,Pending
1984,2107,Praise,Resolved
1985,2108,Suggestion,Pending
1986,2110,Praise,Resolved
1987,2111,Praise,Resolved
1988,2112,Praise,Resolved
1989,2113,Complaint,Pending
1990,2114,Suggestion,Resolved
1991,2115,Complaint,Resolved
1992,2116,Suggestion,Pending
1993,2117,Complaint,Resolved
1994,2118,Complaint,Pending
1995,2119,Suggestion,Resolved
1996,2120,Suggestion,Pending
1997,2121,Suggestion,Resolved
1998,2122,Suggestion,Resolved
1999,2124,Praise,Resolved
2000,2125,Praise,Resolved
2001,2126,Complaint,Resolved
2002,2127,Praise,Pending
2003,2128,Suggestion,Pending
2004,2129,Suggestion,Pending
2005,2130,Complaint,Resolved
2006,2132,Complaint,Pending
2007,2133,Suggestion,Resolved
2008,2134,Suggestion,Resolved
2009,2135,Complaint,Resolved
2010,2136,Praise,Pending
2011,2137,Complaint,Pending
2012,2138,Complaint,Pending
2013,2139,Complaint,Resolved
2014,2140,Praise,Resolved
2015,2141,Suggestion,Pending
2016,2142,Praise,Resolved
2017,2143,Suggestion,Pending
2018,2144,Complaint,Resolved
2019,2146,Complaint,Pending
2020,2147,Suggestion,Resolved
2021,2148,Complaint,Resolved
2022,2149,Praise,Resolved
2023,2150,Praise,Pending
2024,2151,Complaint,Pending
2025,2152,Complaint,Resolved
2026,2153,Suggestion,Resolved
2027,2154,Suggestion,Pending
2028,2155,Praise,Resolved
2029,2156,Praise,Pending
2030,2157,Suggestion,Pending
2031,2158,Praise,Resolved
2032,2159,Suggestion,Resolved
2033,2160,Complaint,Resolved
2034,2161,Praise,Pending
2035,2162,Complaint,Pending
2036,2163,Complaint,Pending
2037,2164,Praise,Resolved
2038,2165,Praise,Resolved
2039,2166,Suggestion,Pending
2040,2167,Complaint,Pending
2041,2168,Suggestion,Resolved
2042,2169,Complaint,Pending
2043,2170,Praise,Pending
2044,2171,Complaint,Pending
2045,2172,Praise,Resolved
2046,2173,Praise,Resolved
2047,2174,Suggestion,Pending
2048,2175,Complaint,Resolved
2049,2176,Praise,Resolved
2050,2177,Complaint,Pending
2051,2178,Praise,Resolved
2052,2179,Suggestion,Resolved
2053,2180,Praise,Resolved
2054,2181,Complaint,Resolved
2055,2182,Praise,Resolved
2056,2183,Praise,Pending
2057,2184,Suggestion,Resolved
2058,2185,Praise,Resolved
2059,2186,Suggestion,Pending
2060,2187,Complaint,Resolved
2061,2188,Suggestion,Resolved
2062,2189,Praise,Pending
2063,2190,Praise,Resolved
2064,2191,Suggestion,Resolved
2065,2192,Complaint,Resolved
2066,2193,Complaint,Resolved
2067,2194,Praise,Pending
2068,2195,Suggestion,Resolved
2069,2196,Praise,Resolved
2070,2197,Praise,Pending
2071,2198,Praise,Resolved
2072,2199,Suggestion,Resolved
2073,2200,Praise,Resolved
2074,2201,Complaint,Resolved
2075,2202,Complaint,Resolved
2076,2203,Complaint,Resolved
2077,2204,Suggestion,Pending
2078,2205,Complaint,Pending
2079,2206,Suggestion,Pending
2080,2207,Complaint,Resolved
2081,2208,Complaint,Resolved
2082,2209,Complaint,Pending
2083,2210,Praise,Resolved
2084,2212,Praise,Pending
2085,2213,Praise,Pending
2086,2214,Suggestion,Pending
2087,2215,Praise,Resolved
2088,2216,Praise,Resolved
2089,2217,Complaint,Resolved
2090,2218,Suggestion,Pending
2091,2219,Complaint,Pending
2092,2220,Suggestion,Pending
2093,2221,Praise,Pending
2094,2222,Suggestion,Resolved
2095,2223,Suggestion,Pending
2096,2224,Praise,Pending
2097,2225,Praise,Resolved
2098,2226,Complaint,Resolved
2099,2227,Complaint,Pending
2100,2228,Praise,Resolved
2101,2230,Suggestion,Pending
2102,2231,Complaint,Resolved
2103,2233,Praise,Resolved
2104,2234,Complaint,Resolved
2105,2235,Praise,Resolved
2106,2236,Suggestion,Resolved
2107,2237,Complaint,Resolved
2108,2238,Suggestion,Pending
2109,2239,Praise,Pending
2110,2240,Complaint,Pending
2111,2241,Complaint,Resolved
2112,2242,Complaint,Pending
2113,2243,Praise,Pending
2114,2244,Suggestion,Resolved
2115,2245,Suggestion,Resolved
2116,2246,Complaint,Pending
2117,2247,Complaint,Pending
2118,2248,Suggestion,Pending
2119,2249,Suggestion,Pending
2120,2250,Complaint,Pending
2121,2251,Praise,Resolved
2122,2252,Complaint,Resolved
2123,2253,Complaint,Pending
2124,2254,Suggestion,Resolved
2125,2255,Praise,Resolved
2126,2256,Complaint,Pending
2127,2257,Praise,Resolved
2128,2258,Complaint,Resolved
2129,2259,Suggestion,Resolved
2130,2260,Praise,Pending
2131,2261,Suggestion,Pending
2132,2262,Complaint,Resolved
2133,2263,Suggestion,Pending
2134,2264,Complaint,Resolved
2135,2265,Complaint,Resolved
2136,2266,Praise,Resolved
2137,2267,Suggestion,Pending
2138,2268,Suggestion,Pending
2139,2269,Complaint,Resolved
2140,2270,Complaint,Pending
2141,2271,Praise,Resolved
2142,2272,Complaint,Pending
2143,2273,Suggestion,Resolved
2144,2274,Suggestion,Resolved
2145,2275,Complaint,Resolved
2146,2276,Praise,Resolved
2147,2277,Suggestion,Pending
2148,2278,Praise,Resolved
2149,2279,Complaint,Pending
2150,2280,Suggestion,Resolved
2151,2281,Suggestion,Pending
2152,2283,Suggestion,Resolved
2153,2284,Suggestion,Pending
2154,2285,Complaint,Resolved
2155,2286,Complaint,Resolved
2156,2287,Suggestion,Pending
2157,2288,Praise,Pending
2158,2291,Complaint,Pending
2159,2292,Suggestion,Pending
2160,2293,Praise,Pending
2161,2294,Praise,Pending
2162,2295,Praise,Resolved
2163,2296,Suggestion,Pending
2164,2297,Suggestion,Pending
2165,2299,Suggestion,Resolved
2166,2300,Complaint,Pending
2167,2301,Praise,Resolved
2168,2302,Complaint,Resolved
2169,2304,Praise,Resolved
2170,2305,Suggestion,Pending
2171,2306,Praise,Resolved
2172,2307,Complaint,Resolved
2173,2308,Suggestion,Resolved
2174,2309,Complaint,Resolved
2175,2310,Suggestion,Resolved
2176,2311,Suggestion,Pending
2177,2312,Complaint,Pending
2178,2313,Suggestion,Pending
2179,2314,Complaint,Resolved
2180,2315,Complaint,Resolved
2181,2316,Praise,Resolved
2182,2317,Praise,Resolved
2183,2318,Suggestion,Pending
2184,2319,Praise,Resolved
2185,2320,Complaint,Pending
2186,2321,Suggestion,Pending
2187,2322,Praise,Resolved
2188,2323,Suggestion,Pending
2189,2324,Praise,Resolved
2190,2325,Suggestion,Resolved
2191,2326,Praise,Pending
2192,2327,Praise,Resolved
2193,2330,Complaint,Pending
2194,2331,Praise,Pending
2195,2332,Suggestion,Pending
2196,2333,Suggestion,Pending
2197,2334,Complaint,Pending
2198,2335,Praise,Resolved
2199,2336,Praise,Pending
2200,2337,Suggestion,Resolved
2201,2338,Praise,Pending
2202,2339,Suggestion,Pending
2203,2340,Complaint,Resolved
2204,2341,Praise,Resolved
2205,2342,Praise,Resolved
2206,2344,Complaint,Resolved
2207,2345,Complaint,Pending
2208,2346,Praise,Pending
2209,2347,Complaint,Pending
2210,2348,Praise,Resolved
2211,2349,Suggestion,Pending
2212,2350,Complaint,Pending
2213,2351,Complaint,Pending
2214,2352,Suggestion,Resolved
2215,2353,Complaint,Pending
2216,2354,Suggestion,Resolved
2217,2355,Praise,Resolved
2218,2356,Complaint,Pending
2219,2357,Suggestion,Pending
2220,2359,Complaint,Resolved
2221,2361,Suggestion,Pending
2222,2362,Suggestion,Pending
2223,2363,Suggestion,Resolved
2224,2364,Suggestion,Pending
2225,2365,Praise,Pending
2226,2366,Suggestion,Resolved
2227,2367,Suggestion,Pending
2228,2368,Complaint,Pending
2229,2369,Suggestion,Resolved
2230,2370,Suggestion,Resolved
2231,2371,Suggestion,Resolved
2232,2372,Praise,Pending
2233,2373,Praise,Resolved
2234,2374,Complaint,Resolved
2235,2375,Complaint,Pending
2236,2376,Praise,Pending
2237,2377,Complaint,Resolved
2238,2378,Complaint,Resolved
2239,2379,Praise,Pending
2240,2380,Praise,Pending
2241,2381,Suggestion,Pending
2242,2382,Complaint,Resolved
2243,2383,Suggestion,Resolved
2244,2384,Praise,Pending
2245,2385,Suggestion,Pending
2246,2386,Praise,Resolved
2247,2387,Suggestion,Pending
2248,2388,Complaint,Resolved
2249,2389,Suggestion,Pending
2250,2390,Praise,Resolved
2251,2391,Suggestion,Resolved
2252,2392,Praise,Resolved
2253,2393,Complaint,Pending
2254,2394,Praise,Resolved
2255,2395,Praise,Pending
2256,2396,Praise,Pending
2257,2397,Complaint,Resolved
2258,2399,Complaint,Resolved
2259,2400,Praise,Resolved
2260,2401,Praise,Resolved
2261,2402,Complaint,Resolved
2262,2403,Suggestion,Pending
2263,2404,Complaint,Resolved
2264,2405,Suggestion,Pending
2265,2406,Praise,Resolved
2266,2407,Complaint,Resolved
2267,2409,Suggestion,Resolved
2268,2410,Praise,Resolved
2269,2411,Complaint,Resolved
2270,2412,Praise,Resolved
2271,2413,Suggestion,Resolved
2272,2414,Complaint,Pending
2273,2415,Suggestion,Resolved
2274,2416,Complaint,Resolved
2275,2417,Praise,Pending
2276,2418,Suggestion,Resolved
2277,2419,Suggestion,Pending
2278,2420,Suggestion,Pending
2279,2421,Complaint,Pending
2280,2422,Praise,Resolved
2281,2423,Suggestion,Resolved
2282,2424,Praise,Pending
2283,2425,Complaint,Pending
2284,2426,Suggestion,Pending
2285,2427,Suggestion,Pending
2286,2428,Complaint,Resolved
2287,2429,Suggestion,Pending
2288,2430,Complaint,Pending
2289,2431,Complaint,Pending
2290,2432,Complaint,Pending
2291,2433,Complaint,Pending
2292,2434,Suggestion,Resolved
2293,2435,Suggestion,Pending
2294,2436,Complaint,Pending
2295,2437,Suggestion,Resolved
2296,2438,Suggestion,Resolved
2297,2440,Suggestion,Resolved
2298,2442,Complaint,Resolved
2299,2443,Complaint,Pending
2300,2444,Complaint,Pending
2301,2445,Complaint,Pending
2302,2446,Praise,Resolved
2303,2447,Suggestion,Pending
2304,2448,Suggestion,Resolved
2305,2449,Suggestion,Pending
2306,2450,Suggestion,Resolved
2307,2451,Praise,Pending
2308,2452,Complaint,Pending
2309,2453,Suggestion,Resolved
2310,2454,Complaint,Pending
2311,2455,Suggestion,Resolved
2312,2456,Praise,Resolved
2313,2457,Praise,Pending
2314,2458,Suggestion,Pending
2315,2459,Complaint,Resolved
2316,2460,Suggestion,Resolved
2317,2461,Suggestion,Resolved
2318,2462,Praise,Resolved
2319,2463,Complaint,Pending
2320,2464,Praise,Pending
2321,2465,Suggestion,Resolved
2322,2466,Praise,Pending
2323,2467,Complaint,Resolved
2324,2468,Suggestion,Resolved
2325,2469,Suggestion,Resolved
2326,2470,Suggestion,Resolved
2327,2471,Complaint,Resolved
2328,2472,Suggestion,Resolved
2329,2473,Complaint,Pending
2330,2474,Complaint,Resolved
2331,2475,Complaint,Pending
2332,2476,Suggestion,Pending
2333,2477,Praise,Pending
2334,2478,Praise,Pending
2335,2479,Suggestion,Pending
2336,2481,Suggestion,Pending
2337,2482,Praise,Pending
2338,2483,Complaint,Pending
2339,2484,Suggestion,Resolved
2340,2486,Praise,Resolved
2341,2487,Complaint,Resolved
2342,2488,Suggestion,Pending
2343,2489,Praise,Resolved
2344,2490,Suggestion,Resolved
2345,2491,Suggestion,Pending
2346,2492,Suggestion,Resolved
2347,2493,Complaint,Pending
2348,2494,Praise,Resolved
2349,2496,Suggestion,Pending
2350,2497,Complaint,Pending
2351,2498,Complaint,Resolved
2352,2499,Complaint,Resolved
2353,2500,Suggestion,Resolved
2354,2501,Suggestion,Resolved
2355,2502,Praise,Resolved
2356,2504,Complaint,Pending
2357,2505,Suggestion,Resolved
2358,2507,Complaint,Resolved
2359,2508,Praise,Pending
2360,2509,Praise,Pending
2361,2510,Complaint,Resolved
2362,2511,Suggestion,Pending
2363,2513,Suggestion,Pending
2364,2514,Suggestion,Resolved
2365,2515,Praise,Pending
2366,2516,Suggestion,Pending
2367,2518,Complaint,Pending
2368,2519,Suggestion,Resolved
2369,2520,Suggestion,Pending
2370,2521,Praise,Pending
2371,2522,Complaint,Pending
2372,2523,Complaint,Pending
2373,2524,Praise,Resolved
2374,2525,Praise,Pending
2375,2526,Praise,Resolved
2376,2527,Praise,Resolved
2377,2528,Suggestion,Resolved
2378,2529,Praise,Pending
2379,2530,Complaint,Pending
2380,2531,Complaint,Pending
2381,2532,Suggestion,Pending
2382,2533,Praise,Pending
2383,2534,Praise,Pending
2384,2535,Suggestion,Pending
2385,2536,Suggestion,Resolved
2386,2537,Suggestion,Resolved
2387,2538,Praise,Resolved
2388,2539,Praise,Pending
2389,2540,Complaint,Resolved
2390,2541,Suggestion,Pending
2391,2542,Suggestion,Resolved
2392,2543,Suggestion,Pending
2393,2544,Suggestion,Pending
2394,2545,Praise,Resolved
2395,2546,Complaint,Resolved
2396,2547,Complaint,Resolved
2397,2548,Praise,Resolved
2398,2549,Praise,Resolved
2399,2550,Suggestion,Resolved
2400,2551,Suggestion,Resolved
2401,2552,Suggestion,Pending
2402,2553,Praise,Pending
2403,2554,Praise,Pending
2404,2555,Praise,Pending
2405,2556,Complaint,Resolved
2406,2557,Suggestion,Pending
2407,2558,Complaint,Pending
2408,2559,Suggestion,Pending
2409,2560,Praise,Resolved
2410,2561,Complaint,Pending
2411,2562,Complaint,Pending
2412,2563,Praise,Pending
2413,2564,Praise,Pending
2414,2565,Suggestion,Pending
2415,2566,Suggestion,Resolved
2416,2567,Praise,Resolved
2417,2568,Suggestion,Resolved
2418,2569,Complaint,Resolved
2419,2570,Praise,Pending
2420,2571,Praise,Resolved
2421,2572,Praise,Pending
2422,2573,Praise,Pending
2423,2574,Praise,Pending
2424,2575,Suggestion,Pending
2425,2576,Suggestion,Resolved
2426,2577,Praise,Pending
2427,2578,Complaint,Pending
2428,2579,Suggestion,Pending
2429,2580,Praise,Resolved
2430,2581,Suggestion,Resolved
2431,2582,Suggestion,Resolved
2432,2583,Praise,Pending
2433,2584,Praise,Resolved
2434,2585,Suggestion,Resolved
2435,2586,Suggestion,Resolved
2436,2587,Praise,Pending
2437,2588,Praise,Resolved
2438,2589,Complaint,Resolved
2439,2590,Complaint,Resolved
2440,2591,Praise,Pending
2441,2592,Suggestion,Pending
2442,2593,Complaint,Pending
2443,2594,Suggestion,Pending
2444,2595,Praise,Resolved
2445,2596,Complaint,Resolved
2446,2597,Praise,Resolved
2447,2598,Complaint,Resolved
2448,2599,Complaint,Resolved
2449,2600,Praise,Resolved
2450,2601,Suggestion,Pending
2451,2602,Suggestion,Pending
2452,2603,Complaint,Resolved
2453,2604,Praise,Pending
2454,2607,Complaint,Resolved
2455,2609,Complaint,Pending
2456,2610,Suggestion,Resolved
2457,2611,Suggestion,Resolved
2458,2612,Complaint,Pending
2459,2613,Praise,Pending
2460,2614,Praise,Pending
2461,2615,Praise,Pending
2462,2616,Suggestion,Resolved
2463,2617,Praise,Pending
2464,2618,Complaint,Resolved
2465,2620,Complaint,Resolved
2466,2621,Praise,Resolved
2467,2622,Suggestion,Resolved
2468,2623,Complaint,Resolved
2469,2624,Suggestion,Pending
2470,2625,Praise,Pending
2471,2626,Complaint,Pending
2472,2627,Suggestion,Resolved
2473,2628,Suggestion,Resolved
2474,2629,Praise,Pending
2475,2631,Praise,Resolved
2476,2632,Suggestion,Pending
2477,2633,Praise,Resolved
2478,2634,Praise,Resolved
2479,2635,Suggestion,Pending
2480,2636,Suggestion,Resolved
2481,2638,Complaint,Pending
2482,2639,Praise,Resolved
2483,2640,Complaint,Pending
2484,2641,Praise,Pending
2485,2642,Suggestion,Pending
2486,2643,Praise,Pending
2487,2644,Suggestion,Resolved
2488,2645,Complaint,Pending
2489,2646,Complaint,Resolved
2490,2647,Complaint,Pending
2491,2648,Complaint,Pending
2492,2649,Complaint,Pending
2493,2650,Praise,Pending
2494,2651,Praise,Pending
2495,2652,Complaint,Resolved
2496,2653,Praise,Resolved
2497,2654,Praise,Resolved
2498,2655,Complaint,Resolved
2499,2657,Suggestion,Pending
2500,2658,Complaint,Resolved
2501,2659,Complaint,Resolved
2502,2660,Praise,Pending
2503,2661,Praise,Pending
2504,2662,Complaint,Resolved
2505,2663,Praise,Resolved
2506,2664,Suggestion,Resolved
2507,2665,Suggestion,Resolved
2508,2666,Praise,Pending
2509,2667,Complaint,Pending
2510,2668,Suggestion,Pending
2511,2669,Praise,Pending
2512,2670,Complaint,Pending
2513,2671,Complaint,Resolved
2514,2672,Praise,Pending
2515,2673,Praise,Resolved
2516,2674,Suggestion,Pending
2517,2675,Complaint,Pending
2518,2676,Complaint,Pending
2519,2677,Complaint,Resolved
2520,2678,Complaint,Resolved
2521,2679,Suggestion,Resolved
2522,2680,Suggestion,Pending
2523,2681,Suggestion,Resolved
2524,2682,Suggestion,Resolved
2525,2683,Complaint,Pending
2526,2684,Suggestion,Pending
2527,2685,Praise,Resolved
2528,2686,Suggestion,Pending
2529,2687,Complaint,Pending
2530,2688,Praise,Pending
2531,2689,Complaint,Resolved
2532,2690,Suggestion,Pending
2533,2691,Praise,Resolved
2534,2692,Complaint,Resolved
2535,2693,Suggestion,Pending
2536,2694,Praise,Pending
2537,2695,Suggestion,Resolved
2538,2696,Praise,Resolved
2539,2697,Suggestion,Resolved
2540,2698,Praise,Pending
2541,2699,Suggestion,Pending
2542,2700,Suggestion,Resolved
2543,2702,Complaint,Resolved
2544,2703,Complaint,Pending
2545,2704,Suggestion,Pending
2546,2705,Suggestion,Resolved
2547,2706,Praise,Resolved
2548,2707,Praise,Pending
2549,2708,Complaint,Pending
2550,2709,Praise,Pending
2551,2710,Complaint,Pending
2552,2711,Suggestion,Resolved
2553,2712,Suggestion,Resolved
2554,2713,Suggestion,Pending
2555,2714,Complaint,Resolved
2556,2715,Complaint,Pending
2557,2717,Praise,Resolved
2558,2718,Complaint,Pending
2559,2720,Praise,Pending
2560,2721,Praise,Resolved
2561,2722,Praise,Resolved
2562,2723,Suggestion,Pending
2563,2724,Complaint,Resolved
2564,2725,Complaint,Pending
2565,2726,Complaint,Pending
2566,2727,Suggestion,Pending
2567,2728,Suggestion,Pending
2568,2729,Complaint,Resolved
2569,2730,Praise,Pending
2570,2731,Suggestion,Pending
2571,2732,Praise,Resolved
2572,2733,Praise,Resolved
2573,2734,Praise,Pending
2574,2735,Complaint,Resolved
2575,2736,Complaint,Resolved
2576,2737,Praise,Resolved
2577,2738,Suggestion,Resolved
2578,2739,Complaint,Resolved
2579,2740,Complaint,Pending
2580,2741,Complaint,Pending
2581,2742,Complaint,Resolved
2582,2743,Suggestion,Resolved
2583,2744,Suggestion,Pending
2584,2745,Complaint,Pending
2585,2746,Suggestion,Resolved
2586,2748,Complaint,Resolved
2587,2749,Praise,Resolved
2588,2750,Suggestion,Resolved
2589,2751,Praise,Pending
2590,2752,Praise,Resolved
2591,2753,Suggestion,Pending
2592,2754,Complaint,Pending
2593,2755,Complaint,Pending
2594,2756,Suggestion,Resolved
2595,2757,Praise,Resolved
2596,2758,Complaint,Pending
2597,2759,Praise,Resolved
2598,2760,Praise,Resolved
2599,2761,Praise,Resolved
2600,2762,Suggestion,Resolved
2601,2763,Praise,Pending
2602,2764,Complaint,Pending
2603,2765,Complaint,Resolved
2604,2766,Praise,Resolved
2605,2767,Suggestion,Pending
2606,2768,Praise,Pending
2607,2769,Praise,Pending
2608,2770,Praise,Pending
2609,2772,Suggestion,Resolved
2610,2773,Praise,Pending
2611,2774,Suggestion,Resolved
2612,2775,Suggestion,Pending
2613,2776,Praise,Resolved
2614,2778,Complaint,Resolved
2615,2779,Praise,Pending
2616,2780,Complaint,Pending
2617,2781,Praise,Resolved
2618,2782,Suggestion,Resolved
2619,2783,Complaint,Pending
2620,2784,Suggestion,Pending
2621,2785,Complaint,Resolved
2622,2786,Complaint,Pending
2623,2787,Praise,Resolved
2624,2789,Praise,Resolved
2625,2790,Suggestion,Pending
2626,2791,Complaint,Resolved
2627,2792,Suggestion,Resolved
2628,2793,Suggestion,Resolved
2629,2795,Suggestion,Resolved
2630,2796,Suggestion,Resolved
2631,2797,Suggestion,Resolved
2632,2798,Praise,Pending
2633,2799,Praise,Resolved
2634,2800,Complaint,Pending
2635,2801,Complaint,Resolved
2636,2802,Complaint,Resolved
2637,2803,Praise,Resolved
2638,2804,Suggestion,Resolved
2639,2805,Suggestion,Pending
2640,2806,Praise,Resolved
2641,2807,Praise,Resolved
2642,2808,Complaint,Pending
2643,2809,Complaint,Pending
2644,2810,Suggestion,Pending
2645,2812,Suggestion,Resolved
2646,2813,Suggestion,Pending
2647,2814,Praise,Resolved
2648,2815,Praise,Pending
2649,2816,Suggestion,Resolved
2650,2817,Praise,Pending
2651,2819,Complaint,Resolved
2652,2820,Praise,Resolved
2653,2821,Praise,Pending
2654,2822,Complaint,Resolved
2655,2823,Complaint,Resolved
2656,2824,Praise,Pending
2657,2825,Complaint,Pending
2658,2826,Suggestion,Resolved
2659,2827,Praise,Resolved
2660,2828,Complaint,Pending
2661,2829,Praise,Resolved
2662,2830,Praise,Resolved
2663,2831,Complaint,Resolved
2664,2832,Complaint,Pending
2665,2833,Suggestion,Resolved
2666,2834,Complaint,Resolved
2667,2836,Praise,Resolved
2668,2837,Praise,Pending
2669,2838,Praise,Resolved
2670,2839,Praise,Pending
2671,2840,Complaint,Resolved
2672,2841,Complaint,Resolved
2673,2842,Praise,Pending
2674,2843,Suggestion,Pending
2675,2844,Praise,Resolved
2676,2845,Praise,Resolved
2677,2846,Suggestion,Pending
2678,2847,Suggestion,Pending
2679,2848,Praise,Pending
2680,2849,Suggestion,Pending
2681,2850,Complaint,Resolved
2682,2851,Praise,Pending
2683,2852,Praise,Pending
2684,2853,Suggestion,Resolved
2685,2854,Complaint,Resolved
2686,2855,Suggestion,Pending
2687,2856,Complaint,Pending
2688,2857,Complaint,Pending
2689,2858,Praise,Pending
2690,2859,Complaint,Pending
2691,2860,Praise,Resolved
2692,2861,Complaint,Resolved
2693,2862,Complaint,Resolved
2694,2863,Suggestion,Pending
2695,2865,Suggestion,Resolved
2696,2866,Complaint,Resolved
2697,2867,Complaint,Resolved
2698,2868,Suggestion,Resolved
2699,2869,Complaint,Resolved
2700,2870,Complaint,Resolved
2701,2871,Complaint,Pending
2702,2872,Suggestion,Pending
2703,2873,Praise,Resolved
2704,2874,Praise,Pending
2705,2875,Complaint,Resolved
2706,2876,Complaint,Resolved
2707,2877,Suggestion,Pending
2708,2878,Complaint,Pending
2709,2879,Complaint,Resolved
2710,2880,Praise,Resolved
2711,2881,Suggestion,Pending
2712,2882,Complaint,Resolved
2713,2883,Suggestion,Resolved
2714,2884,Complaint,Pending
2715,2885,Praise,Pending
2716,2886,Praise,Resolved
2717,2887,Praise,Resolved
2718,2888,Complaint,Pending
2719,2889,Suggestion,Pending
2720,2890,Complaint,Resolved
2721,2891,Praise,Resolved
2722,2892,Complaint,Resolved
2723,2893,Suggestion,Pending
2724,2894,Suggestion,Resolved
2725,2895,Praise,Pending
2726,2896,Suggestion,Pending
2727,2897,Complaint,Pending
2728,2898,Praise,Resolved
2729,2899,Complaint,Resolved
2730,2900,Complaint,Pending
2731,2901,Suggestion,Resolved
2732,2902,Complaint,Pending
2733,2903,Complaint,Resolved
2734,2904,Praise,Resolved
2735,2905,Praise,Resolved
2736,2907,Complaint,Pending
2737,2908,Complaint,Resolved
2738,2909,Praise,Resolved
2739,2910,Complaint,Resolved
2740,2911,Suggestion,Resolved
2741,2912,Praise,Resolved
2742,2913,Praise,Resolved
2743,2914,Praise,Resolved
2744,2915,Suggestion,Pending
2745,2916,Complaint,Pending
2746,2917,Complaint,Resolved
2747,2918,Suggestion,Pending
2748,2919,Suggestion,Pending
2749,2920,Praise,Resolved
2750,2921,Suggestion,Pending
2751,2922,Suggestion,Resolved
2752,2923,Suggestion,Pending
2753,2924,Suggestion,Resolved
2754,2925,Praise,Pending
2755,2926,Suggestion,Pending
2756,2927,Complaint,Resolved
2757,2928,Praise,Pending
2758,2929,Complaint,Pending
2759,2930,Praise,Pending
2760,2931,Complaint,Pending
2761,2932,Complaint,Resolved
2762,2934,Praise,Resolved
2763,2935,Suggestion,Pending
2764,2936,Complaint,Resolved
2765,2937,Complaint,Resolved
2766,2938,Praise,Resolved
2767,2939,Complaint,Resolved
2768,2940,Complaint,Resolved
2769,2941,Praise,Resolved
2770,2942,Suggestion,Resolved
2771,2943,Suggestion,Resolved
2772,2944,Praise,Pending
2773,2945,Complaint,Resolved
2774,2946,Complaint,Pending
2775,2947,Suggestion,Pending
2776,2948,Suggestion,Resolved
2777,2949,Suggestion,Pending
2778,2950,Suggestion,Resolved
2779,2951,Complaint,Pending
2780,2952,Complaint,Pending
2781,2953,Complaint,Pending
2782,2954,Praise,Resolved
2783,2955,Praise,Resolved
2784,2956,Complaint,Resolved
2785,2957,Suggestion,Pending
2786,2958,Suggestion,Resolved
2787,2959,Complaint,Pending
2788,2960,Suggestion,Resolved
2789,2961,Complaint,Resolved
2790,2962,Suggestion,Pending
2791,2963,Suggestion,Pending
2792,2964,Suggestion,Pending
2793,2965,Complaint,Pending
2794,2966,Suggestion,Pending
2795,2968,Complaint,Resolved
2796,2969,Suggestion,Resolved
2797,2971,Complaint,Pending
2798,2972,Suggestion,Resolved
2799,2973,Complaint,Resolved
2800,2974,Praise,Pending
2801,2975,Suggestion,Pending
2802,2977,Suggestion,Resolved
2803,2978,Suggestion,Resolved
2804,2979,Suggestion,Pending
2805,2981,Complaint,Pending
2806,2982,Suggestion,Resolved
2807,2983,Praise,Pending
2808,2984,Praise,Resolved
2809,2985,Complaint,Pending
2810,2986,Complaint,Resolved
2811,2987,Complaint,Resolved
2812,2988,Praise,Pending
2813,2989,Praise,Resolved
2814,2990,Suggestion,Resolved
2815,2991,Praise,Resolved
2816,2992,Complaint,Pending
2817,2993,Suggestion,Pending
2818,2994,Praise,Resolved
2819,2995,Complaint,Pending
2820,2996,Praise,Resolved
2821,2997,Suggestion,Pending
2822,2998,Praise,Pending
2823,2999,Praise,Resolved
2824,3000,Complaint,Pending
2825,3001,Complaint,Resolved
2826,3002,Praise,Resolved
