LoanSK,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status
2395,2546,34366.27,Auto,4.79,60,Approved
2396,2547,13228.67,Personal,8.28,24,Approved
2397,2548,39411.48,Auto,4.95,12,Closed
2398,2549,43429.16,Personal,2.27,36,Rejected
2399,2550,24442.69,Auto,5.4,12,Closed
2400,2551,3652.1,Personal,4.04,36,Approved
2401,2552,37130.28,Mortgage,5.52,60,Rejected
2402,2553,23893.54,Mortgage,4.52,12,Approved
2403,2554,5631.44,Auto,6.83,48,Approved
2404,2555,17225.71,Auto,8.23,12,Approved
2405,2556,15241.42,Mortgage,8.98,60,Closed
2406,2557,36591.61,Mortgage,7.67,24,Rejected
2407,2558,21779.27,Personal,4.2,24,Rejected
2408,2559,29765.34,Mortgage,5.04,12,Closed
2409,2560,25553.83,Mortgage,6.78,60,Approved
2410,2561,36488.59,Personal,2.98,24,Rejected
2411,2562,36184.49,Mortgage,7.32,24,Closed
2412,2563,22990.7,Personal,6.85,24,Closed
2413,2564,7616.63,Mortgage,6.91,12,Approved
2414,2565,20985.94,Personal,4,24,Rejected
2415,2566,8846.63,Mortgage,6.41,60,Rejected
2416,2567,47998.74,Mortgage,2.78,60,Closed
2417,2568,47557.06,Auto,2.71,48,Rejected
2418,2569,23377.6,Personal,7.92,24,Closed
2419,2570,2353.77,Mortgage,4.42,48,Approved
2420,2571,19357.54,Auto,5.9,48,Approved
2421,2572,44859.61,Auto,3.63,24,Rejected
2422,2573,15113.04,Personal,3.12,48,Approved
2423,2574,31477.01,Auto,8.02,24,Rejected
2424,2575,10012.92,Mortgage,8.15,36,Closed
2425,2576,41433.05,Auto,8.53,60,Rejected
2426,2577,44702.97,Personal,8.69,36,Approved
2427,2578,31140.87,Personal,4.7,12,Approved
2428,2579,31564.36,Mortgage,8.28,12,Rejected
2429,2580,19549.44,Mortgage,4.11,48,Approved
2430,2581,35647.48,Mortgage,1.47,36,Rejected
2431,2582,24444.62,Auto,7.2,36,Rejected
2432,2583,37528.86,Mortgage,2.79,24,Closed
2433,2584,48457.08,Mortgage,5.06,48,Approved
2434,2585,41296.42,Mortgage,2.47,60,Approved
2435,2586,26349.23,Personal,4.52,36,Approved
2436,2587,48965.54,Mortgage,8.96,36,Rejected
2437,2588,30747.03,Auto,6.52,24,Closed
2438,2589,4178.75,Personal,2.33,24,Rejected
2439,2590,36788.01,Mortgage,7.53,60,Approved
2440,2591,41183.04,Mortgage,8.63,48,Rejected
2441,2592,7607.13,Personal,2.5,24,Approved
2442,2593,34285.21,Personal,7.7,12,Rejected
2443,2594,46124.92,Personal,5.94,36,Rejected
2444,2595,13319.87,Auto,6.44,12,Approved
2445,2596,29665.42,Mortgage,9.45,12,Rejected
2446,2597,14454.83,Mortgage,1.33,36,Approved
2447,2598,38945.96,Mortgage,6.75,36,Rejected
2448,2599,29452.34,Personal,1.73,24,Rejected
2449,2600,21975.74,Mortgage,8.11,48,Approved
2450,2601,2420.41,Mortgage,9.07,36,Approved
2451,2602,47295.15,Personal,1.78,48,Approved
2452,2603,25389.22,Mortgage,1.23,36,Approved
2453,2604,40401.37,Auto,9.6,12,Approved
2454,2607,8841.91,Personal,9.46,24,Closed
2455,2609,17336.18,Auto,9.79,36,Closed
2456,2610,5341.17,Mortgage,9.03,36,Approved
2457,2611,22748.21,Personal,1.88,24,Approved
2458,2612,24810.3,Personal,8.31,60,Rejected
2459,2613,6625.2,Mortgage,7.41,36,Rejected
2460,2614,21927.84,Personal,2.21,48,Rejected
2461,2615,10667.51,Auto,7.64,36,Approved
2462,2616,43885.38,Personal,5.36,48,Closed
2463,2617,25955.38,Personal,8.68,48,Approved
2464,2618,47646.34,Auto,8.37,12,Closed
2465,2620,17728.36,Personal,1.68,60,Rejected
2466,2621,17596.88,Mortgage,7.39,12,Closed
2467,2622,14145.94,Auto,4.39,48,Approved
2468,2623,39427.59,Mortgage,7.98,60,Rejected
2469,2624,14854.3,Personal,6.42,12,Closed
2470,2625,15112.65,Personal,5.46,12,Approved
2471,2626,3297.92,Personal,1.04,48,Closed
2472,2627,48302.71,Auto,6.46,36,Rejected
2473,2628,44428.4,Personal,4.78,60,Approved
2474,2629,15332.97,Mortgage,3.99,12,Rejected
2475,2631,24654.51,Auto,7.3,12,Rejected
2476,2632,5297.45,Mortgage,5.86,36,Approved
2477,2633,27028.66,Mortgage,8.82,24,Closed
2478,2634,6553,Auto,3.04,60,Rejected
2479,2635,22270.39,Mortgage,6.58,60,Rejected
2480,2636,5302.41,Personal,8.75,48,Rejected
2481,2638,3401.44,Auto,3.12,12,Closed
2482,2639,31793,Mortgage,1.74,60,Closed
2483,2640,35653.7,Mortgage,9.93,12,Approved
2484,2641,28972.3,Auto,6.23,24,Approved
2485,2642,24005.01,Mortgage,5.41,60,Closed
2486,2643,3978.84,Auto,4.05,24,Approved
2487,2644,1556.31,Personal,5.05,12,Rejected
2488,2645,17779.14,Auto,7.98,36,Approved
2489,2646,38791.37,Mortgage,9.25,24,Approved
2490,2647,32716.62,Mortgage,1.94,36,Approved
2491,2648,7138.77,Personal,3.7,60,Closed
2492,2649,34709.02,Mortgage,2.7,36,Approved
2493,2650,29170.86,Mortgage,4.92,36,Rejected
2494,2651,9169.44,Mortgage,5.77,12,Rejected
2495,2652,38009.78,Mortgage,7.49,12,Approved
2496,2653,41684.92,Auto,8.88,12,Rejected
2497,2654,12395.31,Mortgage,5.88,12,Approved
2498,2655,32158.43,Auto,5.4,60,Approved
2499,2657,3864.59,Mortgage,9,60,Closed
2500,2658,43206.31,Mortgage,6.84,60,Rejected
2501,2659,41216.48,Personal,8.09,36,Approved
2502,2660,16579.18,Auto,7.48,60,Approved
2503,2661,27043.75,Personal,9.31,12,Rejected
2504,2662,26106.11,Mortgage,8.35,48,Rejected
2505,2663,9695.5,Personal,4.07,36,Closed
2506,2664,8138.02,Personal,8.69,60,Approved
2507,2665,42369.13,Personal,5.21,36,Rejected
2508,2666,43500.55,Auto,8.63,60,Rejected
2509,2667,36533.81,Mortgage,9.15,60,Closed
2510,2668,4565.51,Mortgage,7.17,36,Rejected
2511,2669,45547.97,Auto,7.47,36,Closed
2512,2670,49056.88,Auto,2.27,24,Rejected
2513,2671,39005.08,Mortgage,3.91,24,Closed
2514,2672,18317.22,Mortgage,6.02,12,Approved
2515,2673,20882.96,Personal,1.03,60,Approved
2516,2674,43612.2,Auto,8.63,36,Closed
2517,2675,14729.12,Mortgage,4.33,48,Approved
2518,2676,7951.02,Mortgage,7.51,36,Approved
2519,2677,41317.41,Personal,7.92,24,Rejected
2520,2678,10473.29,Mortgage,5.93,36,Approved
2521,2679,45457.69,Auto,8.11,48,Closed
2522,2680,30188.42,Auto,7.14,36,Closed
2523,2681,28213.12,Auto,4.24,36,Approved
2524,2682,39011.72,Personal,8.35,48,Closed
2525,2683,1806.8,Personal,6.72,24,Rejected
2526,2684,35963.41,Auto,2.44,36,Rejected
2527,2685,30326.2,Mortgage,7.96,24,Closed
2528,2686,26665.25,Mortgage,7.09,48,Approved
2529,2687,11648.98,Mortgage,3.56,36,Rejected
2530,2688,41642.29,Auto,8.58,36,Rejected
2531,2689,13281.87,Auto,4.37,60,Approved
2532,2690,24998.87,Auto,5.97,12,Approved
2533,2691,8745.94,Personal,4.09,48,Rejected
2534,2692,48711.8,Personal,7.52,24,Approved
2535,2693,10532.11,Auto,6.23,48,Closed
2536,2694,40357.7,Auto,5.23,60,Rejected
2537,2695,13890.88,Mortgage,1.18,48,Approved
2538,2696,13546.12,Personal,6.46,12,Approved
2539,2697,21663.81,Mortgage,6.6,48,Rejected
2540,2698,42446.53,Auto,2.63,24,Approved
2541,2699,34690.31,Auto,3.99,24,Approved
2542,2700,43710.11,Personal,8.91,12,Approved
2543,2702,47828.94,Mortgage,4.92,36,Closed
2544,2703,4779.71,Mortgage,9.42,36,Approved
2545,2704,36332.2,Personal,8.31,12,Rejected
2546,2705,11151.48,Auto,1.88,12,Rejected
2547,2706,42201.4,Personal,8.73,24,Closed
2548,2707,43255.72,Mortgage,2.35,12,Approved
2549,2708,28011.24,Personal,2.57,24,Rejected
2550,2709,20740.67,Mortgage,1.68,48,Approved
2551,2710,39875.19,Mortgage,5.33,24,Approved
2552,2711,43827.54,Mortgage,6.8,24,Rejected
2553,2712,37174.72,Auto,7.78,48,Closed
2554,2713,45438.92,Mortgage,1.24,24,Rejected
2555,2714,31700.05,Auto,2.6,36,Approved
2556,2715,33853.12,Auto,6.59,24,Closed
2557,2717,24919.95,Auto,1.46,24,Approved
2558,2718,33088.17,Auto,9.42,48,Approved
2559,2720,36830.76,Personal,4.23,48,Closed
2560,2721,46777.48,Mortgage,5.83,48,Rejected
2561,2722,19279.31,Auto,4.37,36,Approved
2562,2723,21147.25,Mortgage,5.1,60,Approved
2563,2724,1736.65,Auto,6.37,36,Rejected
2564,2725,26824.69,Auto,4.59,48,Rejected
2565,2726,7438.65,Mortgage,6.59,48,Closed
2566,2727,36084.03,Auto,5.19,48,Approved
2567,2728,39199.76,Auto,6.92,48,Approved
2568,2729,36414.29,Personal,3.36,48,Rejected
2569,2730,27785.57,Auto,2.54,36,Approved
2570,2731,27176.65,Mortgage,1.12,60,Approved
2571,2732,32681.14,Auto,6.42,48,Rejected
2572,2733,28180.34,Personal,9.83,60,Rejected
2573,2734,37764.25,Personal,4.78,12,Approved
2574,2735,44831.86,Personal,2.91,24,Closed
2575,2736,27270.35,Mortgage,1.12,48,Rejected
2576,2737,6406.74,Personal,5.62,48,Rejected
2577,2738,7420.61,Auto,9.93,48,Closed
2578,2739,19420,Auto,9.85,24,Approved
2579,2740,25318.34,Auto,1.91,60,Approved
2580,2741,12027.47,Auto,8.35,36,Closed
2581,2742,23184.76,Mortgage,2.56,48,Closed
2582,2743,7650.96,Mortgage,8.28,24,Closed
2583,2744,12800.67,Auto,8.68,12,Rejected
2584,2745,36963.99,Auto,1.07,24,Rejected
2585,2746,49292.95,Personal,3.14,48,Rejected
2586,2748,17615.73,Auto,5.49,60,Closed
2587,2749,18183.65,Personal,1.24,12,Approved
2588,2750,11942.98,Mortgage,6.63,48,Closed
2589,2751,10998.79,Auto,6.02,12,Approved
2590,2752,7453.02,Personal,4.41,12,Rejected
2591,2753,45468.22,Mortgage,5.16,48,Approved
2592,2754,32819.25,Mortgage,9.91,60,Closed
2593,2755,15232.93,Mortgage,2.51,60,Rejected
2594,2756,13646.63,Auto,7.58,60,Approved
2595,2757,29896.43,Mortgage,6.81,60,Approved
2596,2758,35163.9,Auto,6.97,60,Approved
2597,2759,13397.42,Auto,4.11,12,Approved
2598,2760,18010.98,Mortgage,2.95,36,Rejected
2599,2761,15240,Auto,6.86,48,Rejected
2600,2762,5297.71,Auto,9.21,36,Closed
2601,2763,19939.89,Personal,9.78,12,Rejected
2602,2764,27146.95,Mortgage,5.33,48,Closed
2603,2765,33112.95,Personal,4.83,12,Closed
2604,2766,21420.1,Personal,4.14,48,Rejected
2605,2767,49185.14,Mortgage,8.29,24,Closed
2606,2768,31666.05,Auto,3.3,12,Rejected
2607,2769,44442.64,Personal,5.62,12,Approved
2608,2770,45883.4,Auto,4.11,24,Closed
2609,2772,14229.29,Personal,3.54,24,Approved
2610,2773,22132.58,Auto,7.18,24,Closed
2611,2774,1018.87,Mortgage,6.3,36,Approved
2612,2775,23118.94,Personal,3.96,36,Approved
2613,2776,15393.88,Auto,3.29,60,Approved
2614,2778,42090.8,Personal,5.59,60,Approved
2615,2779,33998.9,Mortgage,6.5,24,Approved
2616,2780,49956.07,Auto,9.66,36,Approved
2617,2781,25421.03,Mortgage,4.58,60,Approved
2618,2782,17204.6,Personal,8.33,60,Approved
2619,2783,13926.76,Auto,6.75,36,Closed
2620,2784,22332.69,Personal,6.34,48,Approved
2621,2785,16183.74,Auto,1.49,36,Closed
2622,2786,49547.17,Mortgage,9.21,60,Closed
2623,2787,9956.9,Personal,3.06,48,Closed
2624,2789,7369.98,Mortgage,7.77,24,Approved
2625,2790,44685.08,Mortgage,5.7,12,Approved
2626,2791,35002.04,Personal,1.04,36,Closed
2627,2792,39414.64,Mortgage,9.54,36,Approved
2628,2793,16703.11,Auto,1.18,12,Rejected
2629,2795,35687.03,Personal,3.02,12,Closed
2630,2796,16994.39,Auto,6.39,48,Rejected
2631,2797,36501.86,Mortgage,9.74,60,Rejected
2632,2798,31853.28,Auto,9.3,48,Approved
2633,2799,15515.52,Auto,6.86,24,Rejected
2634,2800,3589.94,Personal,7.68,12,Closed
2635,2801,12655.38,Personal,7.41,24,Approved
2636,2802,31357.27,Auto,7.18,24,Rejected
2637,2803,30352.5,Mortgage,8.31,12,Approved
2638,2804,25874.81,Personal,4.06,48,Rejected
2639,2805,13322.28,Auto,2.99,24,Approved
2640,2806,22782.3,Personal,4.13,24,Rejected
2641,2807,8058.14,Mortgage,1.44,48,Approved
2642,2808,33456.76,Personal,9.7,24,Closed
2643,2809,43588.84,Mortgage,7.66,36,Rejected
2644,2810,23720.61,Mortgage,2.92,12,Closed
2645,2812,41566.43,Auto,9.93,36,Closed
2646,2813,16340.89,Mortgage,7.91,36,Approved
2647,2814,30104.41,Personal,4.83,48,Rejected
2648,2815,4695.65,Auto,2.86,60,Approved
2649,2816,36178.93,Mortgage,1.36,24,Rejected
2650,2817,23572.91,Personal,7.02,24,Rejected
2651,2819,46806.99,Auto,1.97,60,Rejected
2652,2820,25082.99,Personal,1.02,60,Closed
2653,2821,1820.78,Auto,4.22,24,Rejected
2654,2822,48031.22,Personal,7.01,12,Rejected
2655,2823,1598.43,Personal,9.31,24,Rejected
2656,2824,27257.6,Mortgage,8.92,12,Closed
2657,2825,32046.25,Personal,7.2,24,Closed
2658,2826,44829.72,Personal,8.33,12,Closed
2659,2827,34281.41,Personal,4.2,12,Approved
2660,2828,40745.51,Auto,3.21,36,Rejected
2661,2829,38726.21,Mortgage,2.12,24,Approved
2662,2830,11463.21,Mortgage,2.63,12,Closed
2663,2831,35322.94,Personal,9.67,36,Approved
2664,2832,32241.53,Mortgage,9.37,24,Rejected
2665,2833,12954.57,Personal,1.42,12,Closed
2666,2834,7288.22,Auto,5.23,36,Rejected
2667,2836,48585.19,Personal,6.87,12,Approved
2668,2837,37183.85,Personal,3.96,36,Closed
2669,2838,37723.04,Personal,3.53,12,Closed
2670,2839,9168.52,Auto,8.28,24,Closed
2671,2840,13105.71,Mortgage,9.52,36,Closed
2672,2841,29702.37,Personal,2.83,24,Rejected
2673,2842,2540.11,Mortgage,3.12,36,Approved
2674,2843,33728.22,Personal,4.77,12,Rejected
2675,2844,8095.75,Mortgage,7.36,24,Approved
2676,2845,21256.42,Auto,2.5,48,Approved
2677,2846,16689.22,Mortgage,5.21,48,Rejected
2678,2847,6216.32,Mortgage,8.57,48,Rejected
2679,2848,29359.8,Auto,3.11,48,Rejected
2680,2849,18701.05,Mortgage,1.43,36,Approved
2681,2850,3155.26,Personal,9.16,24,Approved
2682,2851,22776.58,Personal,8.09,36,Rejected
2683,2852,29922.68,Auto,7.29,24,Closed
2684,2853,7390.3,Auto,1.79,48,Closed
2685,2854,29664.7,Auto,9.09,60,Closed
2686,2855,15799.18,Personal,3.75,12,Approved
2687,2856,13722.76,Mortgage,2.9,48,Approved
2688,2857,39978.68,Auto,5.39,48,Closed
2689,2858,23919.34,Personal,9.31,60,Closed
2690,2859,19518.23,Mortgage,9.95,36,Rejected
2691,2860,40838.1,Personal,6.53,36,Rejected
2692,2861,45606.87,Mortgage,9.6,24,Closed
2693,2862,16439.1,Auto,5.08,12,Closed
2694,2863,3469.51,Auto,1.27,24,Closed
2695,2865,36042.53,Mortgage,3.72,36,Approved
2696,2866,29801.75,Personal,8.04,48,Closed
2697,2867,34714.73,Mortgage,2.12,48,Approved
2698,2868,32689.49,Personal,2.57,36,Approved
2699,2869,47843.75,Mortgage,6.53,48,Approved
2700,2870,43429.98,Auto,2.18,48,Closed
2701,2871,7460.33,Personal,5.46,12,Rejected
2702,2872,23177.59,Mortgage,1.32,24,Approved
2703,2873,23283.66,Personal,7.02,12,Closed
2704,2874,23360.35,Personal,9.18,60,Rejected
2705,2875,46604.49,Mortgage,8.87,12,Closed
2706,2876,17032.45,Mortgage,1.66,24,Closed
2707,2877,31099.38,Personal,6.32,12,Approved
2708,2878,44919.36,Personal,1.93,60,Closed
2709,2879,3476.39,Mortgage,1.48,48,Approved
2710,2880,44049.14,Auto,6.49,48,Rejected
2711,2881,38482.99,Personal,6.15,12,Rejected
2712,2882,11185.75,Personal,1.84,60,Approved
2713,2883,16950.05,Mortgage,4.24,24,Rejected
2714,2884,16218.75,Personal,3.85,60,Approved
2715,2885,11844.02,Auto,4.08,12,Approved
2716,2886,32287.55,Personal,4,36,Rejected
2717,2887,49158.59,Personal,8.42,36,Rejected
2718,2888,9163.98,Personal,4.18,60,Closed
2719,2889,12377.25,Auto,3.97,12,Approved
2720,2890,15228.33,Auto,1.27,60,Rejected
2721,2891,46940.98,Auto,8.11,12,Rejected
2722,2892,31665.26,Mortgage,6.94,24,Rejected
2723,2893,11420.75,Mortgage,4.07,36,Closed
2724,2894,40395.46,Auto,5.07,48,Rejected
2725,2895,46220.76,Mortgage,8.15,36,Rejected
2726,2896,20768.67,Mortgage,4.1,48,Approved
2727,2897,9468.03,Personal,5.26,12,Rejected
2728,2898,16185.91,Mortgage,1.18,48,Closed
2729,2899,11638.62,Mortgage,9.26,24,Approved
2730,2900,10869.92,Personal,4.34,12,Rejected
2731,2901,9368.65,Personal,3.67,36,Approved
2732,2902,43926.34,Mortgage,6.48,36,Closed
2733,2903,5208.51,Personal,5.74,60,Closed
2734,2904,21254.13,Auto,4.61,48,Closed
2735,2905,1722.02,Personal,9.3,12,Rejected
2736,2907,35639.82,Mortgage,9.99,24,Closed
2737,2908,10938.95,Auto,8.1,24,Closed
2738,2909,49937.75,Mortgage,9.13,60,Rejected
2739,2910,3366.66,Personal,3.54,12,Rejected
2740,2911,7687.7,Auto,1.63,12,Closed
2741,2912,39557.17,Mortgage,4.77,48,Closed
2742,2913,48823.92,Personal,3.82,60,Approved
2743,2914,47746.64,Personal,1.55,36,Approved
2744,2915,40113.59,Mortgage,1.64,12,Rejected
2745,2916,48676.34,Mortgage,2.57,12,Closed
2746,2917,42198.93,Mortgage,4.4,12,Rejected
2747,2918,3843.22,Mortgage,9.42,60,Approved
2748,2919,42436.07,Personal,6.92,24,Rejected
2749,2920,24705.22,Mortgage,4.59,36,Rejected
2750,2921,23380.91,Personal,8.19,24,Rejected
2751,2922,1123.84,Personal,6.12,48,Rejected
2752,2923,31392.6,Personal,4.76,12,Closed
2753,2924,33908.82,Mortgage,2.3,48,Closed
2754,2925,39745.06,Personal,9.34,48,Rejected
2755,2926,16971.7,Auto,6.61,12,Approved
2756,2927,7278.55,Mortgage,4.95,60,Closed
2757,2928,22552.67,Auto,4.94,48,Rejected
2758,2929,18752.11,Mortgage,7.89,60,Closed
2759,2930,37903.53,Mortgage,2.62,24,Rejected
2760,2931,12242.5,Auto,4.76,36,Closed
2761,2932,7770.38,Mortgage,1.57,36,Closed
2762,2934,31771.49,Personal,5.74,36,Closed
2763,2935,14768.88,Mortgage,4.43,60,Closed
2764,2936,6607.22,Auto,7.48,24,Rejected
2765,2937,22516.7,Auto,9.88,60,Rejected
2766,2938,48131.99,Mortgage,8.73,48,Rejected
2767,2939,48398.41,Personal,4.98,12,Rejected
2768,2940,35725.6,Auto,4.4,48,Approved
2769,2941,39080.52,Mortgage,6.27,60,Closed
2770,2942,10972,Mortgage,1.82,48,Rejected
2771,2943,19358.04,Auto,9.89,48,Rejected
2772,2944,30632.95,Personal,9.83,48,Approved
2773,2945,37770.41,Personal,9.31,24,Closed
2774,2946,9164.62,Auto,6.96,24,Approved
2775,2947,23423.79,Auto,5.53,12,Rejected
2776,2948,8974.96,Auto,7.36,36,Closed
2777,2949,32034.57,Auto,3.83,60,Closed
2778,2950,38835.95,Personal,8.67,60,Closed
2779,2951,41832.12,Auto,2.21,24,Closed
2780,2952,36885.89,Personal,8.23,24,Rejected
2781,2953,8798.11,Personal,8.81,12,Approved
2782,2954,41592.18,Personal,2.53,60,Closed
2783,2955,17386.28,Mortgage,5.31,60,Approved
2784,2956,41952.55,Mortgage,9.02,12,Approved
2785,2957,13294.13,Mortgage,9.63,12,Approved
2786,2958,24309.46,Auto,8.3,48,Closed
2787,2959,29252.01,Mortgage,9.47,12,Rejected
2788,2960,2701.36,Mortgage,9.43,48,Closed
2789,2961,45281.03,Auto,9.82,60,Approved
2790,2962,26065.62,Mortgage,4.72,48,Approved
2791,2963,10410.05,Personal,3.58,36,Approved
2792,2964,8879.78,Personal,6.7,24,Approved
2793,2965,34640.86,Auto,2.7,48,Rejected
2794,2966,5004.92,Auto,6.01,36,Closed
2795,2968,27473.55,Auto,8.26,12,Rejected
2796,2969,12423.42,Auto,4.26,12,Rejected
2797,2971,25044.62,Auto,9.13,36,Approved
2798,2972,17676.06,Personal,4.8,24,Rejected
2799,2973,7871.84,Auto,6.15,48,Closed
2800,2974,11308.31,Mortgage,8.09,24,Closed
2801,2975,24076.04,Auto,3.25,48,Rejected
2802,2977,46869.85,Personal,7.14,36,Approved
2803,2978,38997.34,Mortgage,4.33,36,Closed
2804,2979,16952.33,Auto,4.43,12,Closed
2805,2981,43840.48,Personal,4.67,36,Approved
2806,2982,21919.47,Auto,9.58,36,Closed
2807,2983,43273.17,Auto,1.96,12,Closed
2808,2984,37380.36,Auto,4.09,60,Approved
2809,2985,5513.78,Personal,7.24,36,Rejected
2810,2986,40866.59,Auto,2.13,36,Closed
2811,2987,27454.17,Mortgage,4.48,24,Rejected
2812,2988,34202.41,Auto,8.67,48,Closed
2813,2989,11731.22,Personal,7.86,48,Closed
2814,2990,1013.26,Mortgage,3.54,24,Rejected
2815,2991,17350.72,Personal,4.21,48,Approved
2816,2992,10340.74,Auto,5.55,12,Approved
2817,2993,22325.61,Auto,7.58,60,Closed
2818,2994,5453.99,Personal,2.37,36,Rejected
2819,2995,44857.27,Auto,5.75,48,Rejected
2820,2996,6817.47,Mortgage,1.66,36,Rejected
2821,2997,38445.06,Personal,4.58,24,Closed
2822,2998,47026.9,Auto,2.72,24,Closed
2823,2999,8263.19,Mortgage,3.78,48,Rejected
2824,3000,17977.36,Auto,3.98,24,Rejected
2825,3001,36822.06,Auto,7.93,48,Rejected
2826,3002,36008.64,Personal,3.39,12,Rejected
2827,3003,2832.36,Mortgage,6.97,48,Closed
2828,3004,4464.01,Mortgage,5.8,24,Approved
2829,3005,6886.84,Mortgage,8.24,12,Approved
2830,3006,28833.07,Auto,3.89,12,Approved
2831,3007,3697.11,Auto,9.95,48,Approved
2832,3008,29832.09,Personal,3.66,36,Approved
2833,3009,17780.64,Personal,6.22,36,Approved
2834,3011,39320.07,Auto,5.84,48,Rejected
2835,3012,39778.57,Mortgage,8.73,36,Approved
2836,3013,2844.11,Auto,2.02,48,Approved
2837,3014,47412.57,Mortgage,6.38,36,Closed
2838,3015,29745.67,Personal,5.56,12,Closed
2839,3016,44889.26,Auto,4.75,48,Closed
2840,3017,31142.11,Auto,4.12,36,Approved
2841,3018,24721.73,Mortgage,2.38,60,Closed
2842,3019,36756.7,Personal,6.85,24,Closed
2843,3020,11751.64,Auto,2.06,24,Approved
2844,3021,6058.08,Mortgage,8.46,48,Approved
2845,3022,5434.41,Auto,5.03,60,Approved
2846,3023,42607.67,Personal,6.45,12,Rejected
2847,3024,45709.79,Mortgage,1.7,24,Approved
2848,3025,40906.29,Mortgage,1.84,48,Closed
2849,3027,49254.01,Personal,8.02,48,Rejected
2850,3028,26776.89,Mortgage,5.37,60,Rejected
2851,3029,8540.15,Personal,3.8,36,Closed
2852,3030,30788.4,Auto,8.65,36,Rejected
2853,3031,18340.77,Auto,2.73,36,Closed
2854,3032,17975.98,Mortgage,3.34,36,Rejected
2855,3034,5441.88,Auto,1.24,48,Approved
2856,3035,2839.04,Auto,2.98,12,Rejected
2857,3036,35068.45,Mortgage,5.69,36,Rejected
2858,3037,13775.76,Mortgage,9.24,36,Approved
2859,3038,19889.56,Personal,3.39,60,Approved
2860,3039,16074.02,Auto,2.92,24,Rejected
2861,3040,31127.22,Personal,9.77,36,Approved
2862,3042,36308.81,Auto,1.56,12,Rejected
2863,3043,46321.42,Personal,3.49,12,Rejected
2864,3044,41969.33,Mortgage,5.8,60,Approved
2865,3045,45444.81,Auto,1.65,12,Approved
2866,3046,46916.47,Auto,7.23,48,Rejected
2867,3047,19244.37,Auto,5.7,48,Approved
2868,3048,39991.27,Mortgage,7.39,60,Closed
2869,3049,25246.46,Personal,4.08,48,Approved
2870,3050,14218.89,Mortgage,4.78,60,Approved
2871,3051,37597.22,Personal,9.35,60,Approved
2872,3053,6371.41,Mortgage,1.36,48,Rejected
2873,3054,35526.36,Auto,9.84,36,Rejected
2874,3056,15990.02,Mortgage,8.99,60,Approved
2875,3058,7641.42,Personal,5.39,48,Approved
2876,3059,38477.45,Mortgage,7.35,24,Closed
2877,3060,19924.41,Auto,1.95,48,Approved
2878,3061,44757.51,Auto,7.87,60,Closed
2879,3062,22576.87,Personal,8.05,48,Approved
2880,3063,21042.12,Personal,1.46,12,Rejected
2881,3064,22063.44,Auto,5.48,12,Approved
2882,3065,42046.83,Personal,9.53,60,Closed
2883,3066,1515,Personal,9.56,36,Rejected
2884,3067,35538.29,Personal,9.86,24,Rejected
2885,3068,11056.78,Auto,6.91,48,Rejected
2886,3069,44224.15,Auto,2.27,60,Closed
2887,3070,19420.41,Mortgage,4.72,24,Approved
2888,3071,17608.82,Personal,7.54,48,Approved
2889,3072,35918.59,Mortgage,3.55,48,Closed
2890,3073,36400,Mortgage,8.29,36,Approved
2891,3074,32051.84,Mortgage,8.75,24,Closed
2892,3075,17160.6,Personal,7.87,48,Approved
2893,3076,30907.3,Auto,4.08,36,Rejected
2894,3077,3659.03,Personal,7.67,12,Rejected
2895,3078,47803.81,Auto,1.65,36,Closed
2896,3079,23182.88,Personal,4.02,24,Closed
2897,3081,43178.17,Mortgage,8.15,12,Rejected
2898,3082,16884.43,Personal,3.87,12,Approved
2899,3083,49861.5,Auto,9.64,24,Closed
2900,3084,34839.38,Mortgage,3.46,60,Closed
2901,3085,32829.32,Mortgage,6.94,36,Rejected
2902,3086,8440.97,Mortgage,8.91,24,Rejected
2903,3087,30883.27,Mortgage,5.96,48,Closed
2904,3088,8601.12,Auto,4.71,36,Rejected
2905,3089,39396.6,Auto,2.9,12,Rejected
2906,3090,7781.72,Mortgage,2.77,36,Approved
2907,3091,18582.8,Mortgage,2.43,24,Approved
2908,3092,24359.91,Mortgage,4.99,60,Closed
2909,3094,32005.25,Mortgage,8.55,48,Approved
2910,3095,37650.4,Personal,2.96,24,Approved
2911,3096,12954.73,Auto,7.8,36,Closed
2912,3097,12625.91,Auto,7.25,12,Rejected
2913,3098,19650.38,Personal,6.71,36,Rejected
2914,3099,1915.36,Auto,4.05,36,Closed
2915,3100,41704.5,Mortgage,3.86,12,Closed
2916,3101,19128.46,Auto,7.83,48,Approved
2917,3102,4310.13,Mortgage,3.47,60,Approved
2918,3103,43738.56,Auto,3.97,60,Closed
2919,3104,48423.49,Personal,9.69,36,Closed
2920,3105,32682.64,Auto,9.99,24,Closed
2921,3106,18472.83,Mortgage,1.02,60,Rejected
2922,3107,21274.09,Personal,7.18,48,Rejected
2923,3108,13551.63,Mortgage,5.82,48,Approved
2924,3110,18447.53,Personal,3.48,24,Closed
2925,3111,2591.71,Mortgage,5.56,60,Closed
2926,3112,3261.95,Auto,5.11,24,Closed
2927,3113,31122.73,Personal,4.61,60,Approved
2928,3114,15228.82,Auto,8.65,12,Approved
2929,3115,9260.99,Personal,3.44,24,Approved
2930,3116,28065.89,Auto,6.38,24,Closed
