DateSK,FullDate,Year,Quarter,Month,MonthName,Day,DayName,IsWeekend
2201,2014-03-28,2014,1,3,March,28,Friday,No
2202,2014-03-29,2014,1,3,March,29,Saturday,Yes
2203,2014-04-01,2014,2,4,April,1,Tuesday,No
2204,2014-04-04,2014,2,4,April,4,Friday,No
2205,2014-04-06,2014,2,4,April,6,Sunday,Yes
2206,2014-04-09,2014,2,4,April,9,Wednesday,No
2207,2014-04-17,2014,2,4,April,17,Thursday,No
2208,2014-04-18,2014,2,4,April,18,Friday,No
2209,2014-04-21,2014,2,4,April,21,Monday,No
2210,2014-04-22,2014,2,4,April,22,Tuesday,No
2211,2014-04-23,2014,2,4,April,23,Wednesday,No
2212,2014-04-24,2014,2,4,April,24,Thursday,No
2213,2014-04-25,2014,2,4,April,25,Friday,No
2214,2014-04-27,2014,2,4,April,27,Sunday,Yes
2215,2014-04-30,2014,2,4,April,30,Wednesday,No
2216,2014-05-03,2014,2,5,May,3,Saturday,Yes
2217,2014-05-04,2014,2,5,May,4,Sunday,Yes
2218,2014-05-05,2014,2,5,May,5,Monday,No
2219,2014-05-06,2014,2,5,May,6,Tuesday,No
2220,2014-05-09,2014,2,5,May,9,Friday,No
2221,2014-05-12,2014,2,5,May,12,Monday,No
2222,2014-05-13,2014,2,5,May,13,Tuesday,No
2223,2014-05-15,2014,2,5,May,15,Thursday,No
2224,2014-05-17,2014,2,5,May,17,Saturday,Yes
2225,2014-05-21,2014,2,5,May,21,Wednesday,No
2226,2014-05-22,2014,2,5,May,22,Thursday,No
2227,2014-05-23,2014,2,5,May,23,Friday,No
2228,2014-05-25,2014,2,5,May,25,Sunday,Yes
2229,2014-05-26,2014,2,5,May,26,Monday,No
2230,2014-05-27,2014,2,5,May,27,Tuesday,No
2231,2014-05-28,2014,2,5,May,28,Wednesday,No
2232,2014-05-29,2014,2,5,May,29,Thursday,No
2233,2014-05-30,2014,2,5,May,30,Friday,No
2234,2014-05-31,2014,2,5,May,31,Saturday,Yes
2235,2014-06-03,2014,2,6,June,3,Tuesday,No
2236,2014-06-07,2014,2,6,June,7,Saturday,Yes
2237,2014-06-08,2014,2,6,June,8,Sunday,Yes
2238,2014-06-09,2014,2,6,June,9,Monday,No
2239,2014-06-10,2014,2,6,June,10,Tuesday,No
2240,2014-06-11,2014,2,6,June,11,Wednesday,No
2241,2014-06-12,2014,2,6,June,12,Thursday,No
2242,2014-06-13,2014,2,6,June,13,Friday,No
2243,2014-06-14,2014,2,6,June,14,Saturday,Yes
2244,2014-06-15,2014,2,6,June,15,Sunday,Yes
2245,2014-06-19,2014,2,6,June,19,Thursday,No
2246,2014-06-21,2014,2,6,June,21,Saturday,Yes
2247,2014-06-26,2014,2,6,June,26,Thursday,No
2248,2014-06-28,2014,2,6,June,28,Saturday,Yes
2249,2014-07-02,2014,3,7,July,2,Wednesday,No
2250,2014-07-06,2014,3,7,July,6,Sunday,Yes
2251,2014-07-08,2014,3,7,July,8,Tuesday,No
2252,2014-07-09,2014,3,7,July,9,Wednesday,No
2253,2014-07-12,2014,3,7,July,12,Saturday,Yes
2254,2014-07-13,2014,3,7,July,13,Sunday,Yes
2255,2014-07-25,2014,3,7,July,25,Friday,No
2256,2014-07-26,2014,3,7,July,26,Saturday,Yes
2257,2014-07-28,2014,3,7,July,28,Monday,No
2258,2014-08-03,2014,3,8,August,3,Sunday,Yes
2259,2014-08-04,2014,3,8,August,4,Monday,No
2260,2014-08-07,2014,3,8,August,7,Thursday,No
2261,2014-08-08,2014,3,8,August,8,Friday,No
2262,2014-08-09,2014,3,8,August,9,Saturday,Yes
2263,2014-08-11,2014,3,8,August,11,Monday,No
2264,2014-08-12,2014,3,8,August,12,Tuesday,No
2265,2014-08-14,2014,3,8,August,14,Thursday,No
2266,2014-08-15,2014,3,8,August,15,Friday,No
2267,2014-08-16,2014,3,8,August,16,Saturday,Yes
2268,2014-08-17,2014,3,8,August,17,Sunday,Yes
2269,2014-08-19,2014,3,8,August,19,Tuesday,No
2270,2014-08-25,2014,3,8,August,25,Monday,No
2271,2014-08-26,2014,3,8,August,26,Tuesday,No
2272,2014-08-30,2014,3,8,August,30,Saturday,Yes
2273,2014-08-31,2014,3,8,August,31,Sunday,Yes
2274,2014-09-01,2014,3,9,September,1,Monday,No
2275,2014-09-03,2014,3,9,September,3,Wednesday,No
2276,2014-09-07,2014,3,9,September,7,Sunday,Yes
2277,2014-09-09,2014,3,9,September,9,Tuesday,No
2278,2014-09-11,2014,3,9,September,11,Thursday,No
2279,2014-09-12,2014,3,9,September,12,Friday,No
2280,2014-09-13,2014,3,9,September,13,Saturday,Yes
2281,2014-09-14,2014,3,9,September,14,Sunday,Yes
2282,2014-09-20,2014,3,9,September,20,Saturday,Yes
2283,2014-09-21,2014,3,9,September,21,Sunday,Yes
2284,2014-09-22,2014,3,9,September,22,Monday,No
2285,2014-09-24,2014,3,9,September,24,Wednesday,No
2286,2014-09-26,2014,3,9,September,26,Friday,No
2287,2014-09-28,2014,3,9,September,28,Sunday,Yes
2288,2014-09-30,2014,3,9,September,30,Tuesday,No
2289,2014-10-01,2014,4,10,October,1,Wednesday,No
2290,2014-10-06,2014,4,10,October,6,Monday,No
2291,2014-10-07,2014,4,10,October,7,Tuesday,No
2292,2014-10-08,2014,4,10,October,8,Wednesday,No
2293,2014-10-10,2014,4,10,October,10,Friday,No
2294,2014-10-13,2014,4,10,October,13,Monday,No
2295,2014-10-14,2014,4,10,October,14,Tuesday,No
2296,2014-10-15,2014,4,10,October,15,Wednesday,No
2297,2014-10-20,2014,4,10,October,20,Monday,No
2298,2014-10-22,2014,4,10,October,22,Wednesday,No
2299,2014-10-25,2014,4,10,October,25,Saturday,Yes
2300,2014-10-27,2014,4,10,October,27,Monday,No
2301,2014-10-30,2014,4,10,October,30,Thursday,No
2302,2014-11-02,2014,4,11,November,2,Sunday,Yes
2303,2014-11-03,2014,4,11,November,3,Monday,No
2304,2014-11-04,2014,4,11,November,4,Tuesday,No
2305,2014-11-05,2014,4,11,November,5,Wednesday,No
2306,2014-11-06,2014,4,11,November,6,Thursday,No
2307,2014-11-08,2014,4,11,November,8,Saturday,Yes
2308,2014-11-09,2014,4,11,November,9,Sunday,Yes
2309,2014-11-11,2014,4,11,November,11,Tuesday,No
2310,2014-11-15,2014,4,11,November,15,Saturday,Yes
2311,2014-11-19,2014,4,11,November,19,Wednesday,No
2312,2014-11-24,2014,4,11,November,24,Monday,No
2313,2014-11-29,2014,4,11,November,29,Saturday,Yes
2314,2014-11-30,2014,4,11,November,30,Sunday,Yes
2315,2014-12-04,2014,4,12,December,4,Thursday,No
2316,2014-12-05,2014,4,12,December,5,Friday,No
2317,2014-12-08,2014,4,12,December,8,Monday,No
2318,2014-12-12,2014,4,12,December,12,Friday,No
2319,2014-12-14,2014,4,12,December,14,Sunday,Yes
2320,2014-12-19,2014,4,12,December,19,Friday,No
2321,2014-12-20,2014,4,12,December,20,Saturday,Yes
2322,2014-12-21,2014,4,12,December,21,Sunday,Yes
2323,2014-12-24,2014,4,12,December,24,Wednesday,No
2324,2014-12-28,2014,4,12,December,28,Sunday,Yes
2325,2014-12-29,2014,4,12,December,29,Monday,No
2326,2015-01-01,2015,1,1,January,1,Thursday,No
2327,2015-01-03,2015,1,1,January,3,Saturday,Yes
2328,2015-01-05,2015,1,1,January,5,Monday,No
2329,2015-01-06,2015,1,1,January,6,Tuesday,No
2330,2015-01-09,2015,1,1,January,9,Friday,No
2331,2015-01-12,2015,1,1,January,12,Monday,No
2332,2015-01-14,2015,1,1,January,14,Wednesday,No
2333,2015-01-17,2015,1,1,January,17,Saturday,Yes
2334,2015-01-18,2015,1,1,January,18,Sunday,Yes
2335,2015-01-20,2015,1,1,January,20,Tuesday,No
2336,2015-01-21,2015,1,1,January,21,Wednesday,No
2337,2015-01-22,2015,1,1,January,22,Thursday,No
2338,2015-01-24,2015,1,1,January,24,Saturday,Yes
2339,2015-01-25,2015,1,1,January,25,Sunday,Yes
2340,2015-01-26,2015,1,1,January,26,Monday,No
2341,2015-01-29,2015,1,1,January,29,Thursday,No
2342,2015-01-30,2015,1,1,January,30,Friday,No
2343,2015-02-02,2015,1,2,February,2,Monday,No
2344,2015-02-04,2015,1,2,February,4,Wednesday,No
2345,2015-02-06,2015,1,2,February,6,Friday,No
2346,2015-02-12,2015,1,2,February,12,Thursday,No
2347,2015-02-16,2015,1,2,February,16,Monday,No
2348,2015-02-17,2015,1,2,February,17,Tuesday,No
2349,2015-02-19,2015,1,2,February,19,Thursday,No
2350,2015-02-20,2015,1,2,February,20,Friday,No
2351,2015-02-23,2015,1,2,February,23,Monday,No
2352,2015-02-24,2015,1,2,February,24,Tuesday,No
2353,2015-02-25,2015,1,2,February,25,Wednesday,No
2354,2015-02-26,2015,1,2,February,26,Thursday,No
2355,2015-02-27,2015,1,2,February,27,Friday,No
2356,2015-02-28,2015,1,2,February,28,Saturday,Yes
2357,2015-03-01,2015,1,3,March,1,Sunday,Yes
2358,2015-03-03,2015,1,3,March,3,Tuesday,No
2359,2015-03-07,2015,1,3,March,7,Saturday,Yes
2360,2015-03-09,2015,1,3,March,9,Monday,No
2361,2015-03-15,2015,1,3,March,15,Sunday,Yes
2362,2015-03-18,2015,1,3,March,18,Wednesday,No
2363,2015-03-19,2015,1,3,March,19,Thursday,No
2364,2015-03-20,2015,1,3,March,20,Friday,No
2365,2015-03-22,2015,1,3,March,22,Sunday,Yes
2366,2015-03-23,2015,1,3,March,23,Monday,No
2367,2015-03-24,2015,1,3,March,24,Tuesday,No
2368,2015-03-25,2015,1,3,March,25,Wednesday,No
2369,2015-03-26,2015,1,3,March,26,Thursday,No
2370,2015-03-28,2015,1,3,March,28,Saturday,Yes
2371,2015-04-03,2015,2,4,April,3,Friday,No
2372,2015-04-04,2015,2,4,April,4,Saturday,Yes
2373,2015-04-09,2015,2,4,April,9,Thursday,No
2374,2015-04-12,2015,2,4,April,12,Sunday,Yes
2375,2015-04-13,2015,2,4,April,13,Monday,No
2376,2015-04-15,2015,2,4,April,15,Wednesday,No
2377,2015-04-17,2015,2,4,April,17,Friday,No
2378,2015-04-18,2015,2,4,April,18,Saturday,Yes
2379,2015-04-19,2015,2,4,April,19,Sunday,Yes
2380,2015-04-20,2015,2,4,April,20,Monday,No
2381,2015-04-22,2015,2,4,April,22,Wednesday,No
2382,2015-04-26,2015,2,4,April,26,Sunday,Yes
2383,2015-04-28,2015,2,4,April,28,Tuesday,No
2384,2015-04-30,2015,2,4,April,30,Thursday,No
2385,2015-05-02,2015,2,5,May,2,Saturday,Yes
2386,2015-05-04,2015,2,5,May,4,Monday,No
2387,2015-05-06,2015,2,5,May,6,Wednesday,No
2388,2015-05-11,2015,2,5,May,11,Monday,No
2389,2015-05-12,2015,2,5,May,12,Tuesday,No
2390,2015-05-14,2015,2,5,May,14,Thursday,No
2391,2015-05-29,2015,2,5,May,29,Friday,No
2392,2015-06-02,2015,2,6,June,2,Tuesday,No
2393,2015-06-03,2015,2,6,June,3,Wednesday,No
2394,2015-06-05,2015,2,6,June,5,Friday,No
2395,2015-06-09,2015,2,6,June,9,Tuesday,No
2396,2015-06-10,2015,2,6,June,10,Wednesday,No
2397,2015-06-11,2015,2,6,June,11,Thursday,No
2398,2015-06-12,2015,2,6,June,12,Friday,No
2399,2015-06-14,2015,2,6,June,14,Sunday,Yes
2400,2015-06-17,2015,2,6,June,17,Wednesday,No
2401,2015-06-20,2015,2,6,June,20,Saturday,Yes
2402,2015-06-23,2015,2,6,June,23,Tuesday,No
2403,2015-06-24,2015,2,6,June,24,Wednesday,No
2404,2015-06-25,2015,2,6,June,25,Thursday,No
2405,2015-06-27,2015,2,6,June,27,Saturday,Yes
2406,2015-06-28,2015,2,6,June,28,Sunday,Yes
2407,2015-06-29,2015,2,6,June,29,Monday,No
2408,2015-07-02,2015,3,7,July,2,Thursday,No
2409,2015-07-03,2015,3,7,July,3,Friday,No
2410,2015-07-06,2015,3,7,July,6,Monday,No
2411,2015-07-07,2015,3,7,July,7,Tuesday,No
2412,2015-07-08,2015,3,7,July,8,Wednesday,No
2413,2015-07-16,2015,3,7,July,16,Thursday,No
2414,2015-07-17,2015,3,7,July,17,Friday,No
2415,2015-07-18,2015,3,7,July,18,Saturday,Yes
2416,2015-07-19,2015,3,7,July,19,Sunday,Yes
2417,2015-07-21,2015,3,7,July,21,Tuesday,No
2418,2015-07-24,2015,3,7,July,24,Friday,No
2419,2015-07-25,2015,3,7,July,25,Saturday,Yes
2420,2015-07-26,2015,3,7,July,26,Sunday,Yes
2421,2015-07-28,2015,3,7,July,28,Tuesday,No
2422,2015-07-29,2015,3,7,July,29,Wednesday,No
2423,2015-07-30,2015,3,7,July,30,Thursday,No
2424,2015-07-31,2015,3,7,July,31,Friday,No
2425,2015-08-05,2015,3,8,August,5,Wednesday,No
2426,2015-08-07,2015,3,8,August,7,Friday,No
2427,2015-08-12,2015,3,8,August,12,Wednesday,No
2428,2015-08-13,2015,3,8,August,13,Thursday,No
2429,2015-08-18,2015,3,8,August,18,Tuesday,No
2430,2015-08-19,2015,3,8,August,19,Wednesday,No
2431,2015-08-24,2015,3,8,August,24,Monday,No
2432,2015-08-30,2015,3,8,August,30,Sunday,Yes
2433,2015-09-03,2015,3,9,September,3,Thursday,No
2434,2015-09-06,2015,3,9,September,6,Sunday,Yes
2435,2015-09-08,2015,3,9,September,8,Tuesday,No
2436,2015-09-10,2015,3,9,September,10,Thursday,No
2437,2015-09-13,2015,3,9,September,13,Sunday,Yes
2438,2015-09-16,2015,3,9,September,16,Wednesday,No
2439,2015-09-18,2015,3,9,September,18,Friday,No
2440,2015-09-21,2015,3,9,September,21,Monday,No
2441,2015-09-24,2015,3,9,September,24,Thursday,No
2442,2015-09-28,2015,3,9,September,28,Monday,No
2443,2015-10-02,2015,4,10,October,2,Friday,No
2444,2015-10-04,2015,4,10,October,4,Sunday,Yes
2445,2015-10-07,2015,4,10,October,7,Wednesday,No
2446,2015-10-08,2015,4,10,October,8,Thursday,No
2447,2015-10-10,2015,4,10,October,10,Saturday,Yes
2448,2015-10-11,2015,4,10,October,11,Sunday,Yes
2449,2015-10-12,2015,4,10,October,12,Monday,No
2450,2015-10-16,2015,4,10,October,16,Friday,No
2451,2015-10-18,2015,4,10,October,18,Sunday,Yes
2452,2015-10-19,2015,4,10,October,19,Monday,No
2453,2015-10-21,2015,4,10,October,21,Wednesday,No
2454,2015-10-23,2015,4,10,October,23,Friday,No
2455,2015-10-25,2015,4,10,October,25,Sunday,Yes
2456,2015-10-29,2015,4,10,October,29,Thursday,No
2457,2015-10-31,2015,4,10,October,31,Saturday,Yes
2458,2015-11-02,2015,4,11,November,2,Monday,No
2459,2015-11-03,2015,4,11,November,3,Tuesday,No
2460,2015-11-05,2015,4,11,November,5,Thursday,No
2461,2015-11-06,2015,4,11,November,6,Friday,No
2462,2015-11-07,2015,4,11,November,7,Saturday,Yes
2463,2015-11-09,2015,4,11,November,9,Monday,No
2464,2015-11-12,2015,4,11,November,12,Thursday,No
2465,2015-11-13,2015,4,11,November,13,Friday,No
2466,2015-11-14,2015,4,11,November,14,Saturday,Yes
2467,2015-11-15,2015,4,11,November,15,Sunday,Yes
2468,2015-11-17,2015,4,11,November,17,Tuesday,No
2469,2015-11-18,2015,4,11,November,18,Wednesday,No
2470,2015-11-21,2015,4,11,November,21,Saturday,Yes
2471,2015-11-22,2015,4,11,November,22,Sunday,Yes
2472,2015-11-25,2015,4,11,November,25,Wednesday,No
2473,2015-11-28,2015,4,11,November,28,Saturday,Yes
2474,2015-12-01,2015,4,12,December,1,Tuesday,No
2475,2015-12-05,2015,4,12,December,5,Saturday,Yes
2476,2015-12-07,2015,4,12,December,7,Monday,No
2477,2015-12-09,2015,4,12,December,9,Wednesday,No
2478,2015-12-10,2015,4,12,December,10,Thursday,No
2479,2015-12-12,2015,4,12,December,12,Saturday,Yes
2480,2015-12-16,2015,4,12,December,16,Wednesday,No
2481,2015-12-19,2015,4,12,December,19,Saturday,Yes
2482,2015-12-21,2015,4,12,December,21,Monday,No
2483,2015-12-22,2015,4,12,December,22,Tuesday,No
2484,2015-12-23,2015,4,12,December,23,Wednesday,No
2485,2015-12-26,2015,4,12,December,26,Saturday,Yes
2486,2015-12-27,2015,4,12,December,27,Sunday,Yes
2487,2015-12-29,2015,4,12,December,29,Tuesday,No
2488,2016-01-02,2016,1,1,January,2,Saturday,Yes
2489,2016-01-06,2016,1,1,January,6,Wednesday,No
2490,2016-01-11,2016,1,1,January,11,Monday,No
2491,2016-01-12,2016,1,1,January,12,Tuesday,No
2492,2016-01-15,2016,1,1,January,15,Friday,No
2493,2016-01-16,2016,1,1,January,16,Saturday,Yes
2494,2016-01-18,2016,1,1,January,18,Monday,No
2495,2016-01-19,2016,1,1,January,19,Tuesday,No
2496,2016-01-21,2016,1,1,January,21,Thursday,No
2497,2016-01-22,2016,1,1,January,22,Friday,No
2498,2016-01-24,2016,1,1,January,24,Sunday,Yes
2499,2016-01-25,2016,1,1,January,25,Monday,No
2500,2016-01-29,2016,1,1,January,29,Friday,No
2501,2016-01-31,2016,1,1,January,31,Sunday,Yes
2502,2016-02-01,2016,1,2,February,1,Monday,No
2503,2016-02-02,2016,1,2,February,2,Tuesday,No
2504,2016-02-06,2016,1,2,February,6,Saturday,Yes
2505,2016-02-07,2016,1,2,February,7,Sunday,Yes
2506,2016-02-09,2016,1,2,February,9,Tuesday,No
2507,2016-02-10,2016,1,2,February,10,Wednesday,No
2508,2016-02-12,2016,1,2,February,12,Friday,No
2509,2016-02-16,2016,1,2,February,16,Tuesday,No
2510,2016-02-18,2016,1,2,February,18,Thursday,No
2511,2016-02-19,2016,1,2,February,19,Friday,No
2512,2016-02-23,2016,1,2,February,23,Tuesday,No
2513,2016-02-24,2016,1,2,February,24,Wednesday,No
2514,2016-02-25,2016,1,2,February,25,Thursday,No
2515,2016-03-04,2016,1,3,March,4,Friday,No
2516,2016-03-05,2016,1,3,March,5,Saturday,Yes
2517,2016-03-06,2016,1,3,March,6,Sunday,Yes
2518,2016-03-07,2016,1,3,March,7,Monday,No
2519,2016-03-14,2016,1,3,March,14,Monday,No
2520,2016-03-15,2016,1,3,March,15,Tuesday,No
2521,2016-03-17,2016,1,3,March,17,Thursday,No
2522,2016-03-21,2016,1,3,March,21,Monday,No
2523,2016-03-22,2016,1,3,March,22,Tuesday,No
2524,2016-03-26,2016,1,3,March,26,Saturday,Yes
2525,2016-03-27,2016,1,3,March,27,Sunday,Yes
2526,2016-03-28,2016,1,3,March,28,Monday,No
2527,2016-03-30,2016,1,3,March,30,Wednesday,No
2528,2016-04-01,2016,2,4,April,1,Friday,No
2529,2016-04-03,2016,2,4,April,3,Sunday,Yes
2530,2016-04-04,2016,2,4,April,4,Monday,No
2531,2016-04-06,2016,2,4,April,6,Wednesday,No
2532,2016-04-07,2016,2,4,April,7,Thursday,No
2533,2016-04-11,2016,2,4,April,11,Monday,No
2534,2016-04-13,2016,2,4,April,13,Wednesday,No
2535,2016-04-15,2016,2,4,April,15,Friday,No
2536,2016-04-18,2016,2,4,April,18,Monday,No
2537,2016-04-21,2016,2,4,April,21,Thursday,No
2538,2016-04-23,2016,2,4,April,23,Saturday,Yes
2539,2016-04-24,2016,2,4,April,24,Sunday,Yes
2540,2016-04-25,2016,2,4,April,25,Monday,No
2541,2016-04-27,2016,2,4,April,27,Wednesday,No
2542,2016-05-04,2016,2,5,May,4,Wednesday,No
2543,2016-05-06,2016,2,5,May,6,Friday,No
2544,2016-05-09,2016,2,5,May,9,Monday,No
2545,2016-05-11,2016,2,5,May,11,Wednesday,No
2546,2016-05-14,2016,2,5,May,14,Saturday,Yes
2547,2016-05-16,2016,2,5,May,16,Monday,No
2548,2016-05-20,2016,2,5,May,20,Friday,No
2549,2016-05-22,2016,2,5,May,22,Sunday,Yes
2550,2016-05-23,2016,2,5,May,23,Monday,No
2551,2016-05-24,2016,2,5,May,24,Tuesday,No
2552,2016-05-27,2016,2,5,May,27,Friday,No
2553,2016-05-29,2016,2,5,May,29,Sunday,Yes
2554,2016-06-09,2016,2,6,June,9,Thursday,No
2555,2016-06-17,2016,2,6,June,17,Friday,No
2556,2016-06-18,2016,2,6,June,18,Saturday,Yes
2557,2016-06-23,2016,2,6,June,23,Thursday,No
2558,2016-06-24,2016,2,6,June,24,Friday,No
2559,2016-06-25,2016,2,6,June,25,Saturday,Yes
2560,2016-06-28,2016,2,6,June,28,Tuesday,No
2561,2016-06-29,2016,2,6,June,29,Wednesday,No
2562,2016-06-30,2016,2,6,June,30,Thursday,No
2563,2016-07-01,2016,3,7,July,1,Friday,No
2564,2016-07-03,2016,3,7,July,3,Sunday,Yes
2565,2016-07-04,2016,3,7,July,4,Monday,No
2566,2016-07-07,2016,3,7,July,7,Thursday,No
2567,2016-07-08,2016,3,7,July,8,Friday,No
2568,2016-07-10,2016,3,7,July,10,Sunday,Yes
2569,2016-07-11,2016,3,7,July,11,Monday,No
2570,2016-07-18,2016,3,7,July,18,Monday,No
2571,2016-07-21,2016,3,7,July,21,Thursday,No
2572,2016-07-22,2016,3,7,July,22,Friday,No
2573,2016-07-23,2016,3,7,July,23,Saturday,Yes
2574,2016-07-25,2016,3,7,July,25,Monday,No
2575,2016-07-26,2016,3,7,July,26,Tuesday,No
2576,2016-07-27,2016,3,7,July,27,Wednesday,No
2577,2016-08-03,2016,3,8,August,3,Wednesday,No
2578,2016-08-04,2016,3,8,August,4,Thursday,No
2579,2016-08-05,2016,3,8,August,5,Friday,No
2580,2016-08-09,2016,3,8,August,9,Tuesday,No
2581,2016-08-14,2016,3,8,August,14,Sunday,Yes
2582,2016-08-18,2016,3,8,August,18,Thursday,No
2583,2016-08-19,2016,3,8,August,19,Friday,No
2584,2016-08-20,2016,3,8,August,20,Saturday,Yes
2585,2016-08-23,2016,3,8,August,23,Tuesday,No
2586,2016-08-29,2016,3,8,August,29,Monday,No
2587,2016-09-01,2016,3,9,September,1,Thursday,No
2588,2016-09-03,2016,3,9,September,3,Saturday,Yes
2589,2016-09-04,2016,3,9,September,4,Sunday,Yes
2590,2016-09-05,2016,3,9,September,5,Monday,No
2591,2016-09-06,2016,3,9,September,6,Tuesday,No
2592,2016-09-07,2016,3,9,September,7,Wednesday,No
2593,2016-09-10,2016,3,9,September,10,Saturday,Yes
2594,2016-09-13,2016,3,9,September,13,Tuesday,No
2595,2016-09-14,2016,3,9,September,14,Wednesday,No
2596,2016-09-16,2016,3,9,September,16,Friday,No
2597,2016-09-17,2016,3,9,September,17,Saturday,Yes
2598,2016-09-19,2016,3,9,September,19,Monday,No
2599,2016-09-22,2016,3,9,September,22,Thursday,No
2600,2016-09-24,2016,3,9,September,24,Saturday,Yes
2601,2016-09-26,2016,3,9,September,26,Monday,No
2602,2016-09-28,2016,3,9,September,28,Wednesday,No
2603,2016-10-02,2016,4,10,October,2,Sunday,Yes
2604,2016-10-03,2016,4,10,October,3,Monday,No
2605,2016-10-04,2016,4,10,October,4,Tuesday,No
2606,2016-10-06,2016,4,10,October,6,Thursday,No
2607,2016-10-07,2016,4,10,October,7,Friday,No
2608,2016-10-09,2016,4,10,October,9,Sunday,Yes
2609,2016-10-10,2016,4,10,October,10,Monday,No
2610,2016-10-11,2016,4,10,October,11,Tuesday,No
2611,2016-10-16,2016,4,10,October,16,Sunday,Yes
2612,2016-10-20,2016,4,10,October,20,Thursday,No
2613,2016-10-22,2016,4,10,October,22,Saturday,Yes
2614,2016-10-24,2016,4,10,October,24,Monday,No
2615,2016-10-25,2016,4,10,October,25,Tuesday,No
2616,2016-10-26,2016,4,10,October,26,Wednesday,No
2617,2016-10-28,2016,4,10,October,28,Friday,No
2618,2016-10-29,2016,4,10,October,29,Saturday,Yes
2619,2016-11-04,2016,4,11,November,4,Friday,No
2620,2016-11-07,2016,4,11,November,7,Monday,No
2621,2016-11-11,2016,4,11,November,11,Friday,No
2622,2016-11-12,2016,4,11,November,12,Saturday,Yes
2623,2016-11-16,2016,4,11,November,16,Wednesday,No
2624,2016-11-17,2016,4,11,November,17,Thursday,No
2625,2016-11-21,2016,4,11,November,21,Monday,No
2626,2016-11-22,2016,4,11,November,22,Tuesday,No
2627,2016-11-24,2016,4,11,November,24,Thursday,No
2628,2016-11-25,2016,4,11,November,25,Friday,No
2629,2016-11-29,2016,4,11,November,29,Tuesday,No
2630,2016-12-01,2016,4,12,December,1,Thursday,No
2631,2016-12-02,2016,4,12,December,2,Friday,No
2632,2016-12-04,2016,4,12,December,4,Sunday,Yes
2633,2016-12-05,2016,4,12,December,5,Monday,No
2634,2016-12-07,2016,4,12,December,7,Wednesday,No
2635,2016-12-13,2016,4,12,December,13,Tuesday,No
2636,2016-12-15,2016,4,12,December,15,Thursday,No
2637,2016-12-17,2016,4,12,December,17,Saturday,Yes
2638,2016-12-18,2016,4,12,December,18,Sunday,Yes
2639,2016-12-19,2016,4,12,December,19,Monday,No
2640,2016-12-20,2016,4,12,December,20,Tuesday,No
2641,2016-12-22,2016,4,12,December,22,Thursday,No
2642,2016-12-24,2016,4,12,December,24,Saturday,Yes
2643,2017-01-01,2017,1,1,January,1,Sunday,Yes
2644,2017-01-06,2017,1,1,January,6,Friday,No
2645,2017-01-08,2017,1,1,January,8,Sunday,Yes
2646,2017-01-10,2017,1,1,January,10,Tuesday,No
2647,2017-01-11,2017,1,1,January,11,Wednesday,No
2648,2017-01-12,2017,1,1,January,12,Thursday,No
2649,2017-01-13,2017,1,1,January,13,Friday,No
2650,2017-01-14,2017,1,1,January,14,Saturday,Yes
2651,2017-01-16,2017,1,1,January,16,Monday,No
2652,2017-01-18,2017,1,1,January,18,Wednesday,No
2653,2017-01-20,2017,1,1,January,20,Friday,No
2654,2017-01-21,2017,1,1,January,21,Saturday,Yes
2655,2017-01-22,2017,1,1,January,22,Sunday,Yes
2656,2017-01-24,2017,1,1,January,24,Tuesday,No
2657,2017-01-29,2017,1,1,January,29,Sunday,Yes
2658,2017-01-31,2017,1,1,January,31,Tuesday,No
2659,2017-02-03,2017,1,2,February,3,Friday,No
2660,2017-02-05,2017,1,2,February,5,Sunday,Yes
2661,2017-02-09,2017,1,2,February,9,Thursday,No
2662,2017-02-10,2017,1,2,February,10,Friday,No
2663,2017-02-11,2017,1,2,February,11,Saturday,Yes
2664,2017-02-12,2017,1,2,February,12,Sunday,Yes
2665,2017-02-15,2017,1,2,February,15,Wednesday,No
2666,2017-02-16,2017,1,2,February,16,Thursday,No
2667,2017-02-17,2017,1,2,February,17,Friday,No
2668,2017-02-19,2017,1,2,February,19,Sunday,Yes
2669,2017-02-21,2017,1,2,February,21,Tuesday,No
2670,2017-02-22,2017,1,2,February,22,Wednesday,No
2671,2017-02-23,2017,1,2,February,23,Thursday,No
2672,2017-02-27,2017,1,2,February,27,Monday,No
2673,2017-02-28,2017,1,2,February,28,Tuesday,No
2674,2017-03-01,2017,1,3,March,1,Wednesday,No
2675,2017-03-05,2017,1,3,March,5,Sunday,Yes
2676,2017-03-06,2017,1,3,March,6,Monday,No
2677,2017-03-07,2017,1,3,March,7,Tuesday,No
2678,2017-03-08,2017,1,3,March,8,Wednesday,No
2679,2017-03-15,2017,1,3,March,15,Wednesday,No
2680,2017-03-16,2017,1,3,March,16,Thursday,No
2681,2017-03-19,2017,1,3,March,19,Sunday,Yes
2682,2017-03-21,2017,1,3,March,21,Tuesday,No
2683,2017-03-22,2017,1,3,March,22,Wednesday,No
2684,2017-03-27,2017,1,3,March,27,Monday,No
2685,2017-03-29,2017,1,3,March,29,Wednesday,No
2686,2017-03-30,2017,1,3,March,30,Thursday,No
2687,2017-04-01,2017,2,4,April,1,Saturday,Yes
2688,2017-04-04,2017,2,4,April,4,Tuesday,No
2689,2017-04-05,2017,2,4,April,5,Wednesday,No
