CardSK,CardID,Card Type,Credit Limit,Credit Card Balance,Rewards Points
1258,1334,Visa,3659.06,3147.46,7720
1259,1335,Visa,7166.85,258.57,5160
1260,1336,AMEX,2826.53,4091.68,613
1261,1337,AMEX,7810.26,2921.21,5050
1262,1338,MasterCard,4849.47,4285.36,8166
1263,1339,Visa,1071.71,801.36,1911
1264,1340,MasterCard,6846.75,2361.14,1059
1265,1341,Visa,6186.46,3339.71,8416
1266,1342,Visa,6130.19,729.14,2749
1267,1344,MasterCard,4365.03,4715.07,9704
1268,1345,Visa,9104.7,3903.75,7601
1269,1346,AMEX,1020.5,3911.04,7411
1270,1348,MasterCard,5966.34,2890.61,7779
1271,1349,Visa,5586.58,3207.79,6907
1272,1350,AMEX,9022.15,1044.91,4985
1273,1351,AMEX,6725.5,2351.91,2619
1274,1352,Visa,5693.91,787.96,5109
1275,1353,Visa,4458.92,494.25,3166
1276,1354,AMEX,6932.66,1276.63,9034
1277,1355,AMEX,1478.2,2297.57,315
1278,1356,AMEX,3230.41,3191.22,9681
1279,1357,AMEX,1907.6,2521.64,255
1280,1358,Visa,5550.17,4472.27,9313
1281,1359,MasterCard,1867.84,1634.2,9726
1282,1360,Visa,8302.15,4234.06,1509
1283,1361,MasterCard,3621.87,2178.6,9609
1284,1362,Visa,6602.03,690.14,80
1285,1363,Visa,4004.07,4329.2,7339
1286,1364,MasterCard,7294.78,2446.54,6338
1287,1365,AMEX,4183.2,700.15,4013
1288,1366,AMEX,4413.87,940.79,583
1289,1368,MasterCard,3912.19,3221.11,4208
1290,1369,AMEX,2534.67,1815.75,1719
1291,1370,Visa,4932.53,4832.09,2498
1292,1371,Visa,6972.09,2692.17,8200
1293,1372,Visa,3935.36,1227.24,974
1294,1373,AMEX,8286.68,2944.5,2290
1295,1374,Visa,8386.74,4883.54,2963
1296,1375,Visa,2877.71,115.66,5434
1297,1377,MasterCard,1020.85,4640.78,2872
1298,1378,Visa,4174.43,122.79,1064
1299,1379,Visa,9215.18,4816.74,3452
1300,1380,Visa,8041.02,3139.12,6906
1301,1381,MasterCard,9644.16,1158.37,7642
1302,1382,AMEX,2928.09,448.42,233
1303,1383,MasterCard,6150.72,520.67,9462
1304,1384,AMEX,4282.47,4188.76,3578
1305,1385,Visa,6542.91,4107.15,574
1306,1386,MasterCard,7696.77,4169.32,7993
1307,1387,Visa,1854.48,4803.22,4823
1308,1388,AMEX,1790.35,1952.96,5042
1309,1389,Visa,1979.23,4579.2,6193
1310,1390,AMEX,3527.27,807.52,7932
1311,1391,AMEX,7702.68,4696,163
1312,1392,Visa,6747.29,1218.26,9351
1313,1393,MasterCard,3702.78,2040.03,7148
1314,1394,Visa,8704.46,2576.78,6779
1315,1395,MasterCard,7557.61,4015.91,9178
1316,1396,AMEX,9755.52,1946.42,9785
1317,1398,Visa,7454.79,4913.89,498
1318,1399,MasterCard,8410.37,372.91,3658
1319,1400,MasterCard,9329.14,127.95,9908
1320,1401,AMEX,3496.15,283.46,5497
1321,1402,MasterCard,6813.4,4570.96,5196
1322,1403,MasterCard,4710.76,1163.92,3830
1323,1404,MasterCard,3065.18,218.48,3191
1324,1405,Visa,2729.1,3643.82,5901
1325,1406,MasterCard,1882.32,3202.16,4314
1326,1407,AMEX,8635.84,3958.73,5270
1327,1408,MasterCard,1102.87,2618.6,8626
1328,1409,Visa,9952.39,885.74,4225
1329,1410,MasterCard,9682.14,1453.02,9830
1330,1411,MasterCard,5776.92,305.98,7439
1331,1412,MasterCard,7685.04,3519.25,9750
1332,1413,MasterCard,5124.81,3238.35,9370
1333,1414,AMEX,2975.94,3403.09,8774
1334,1415,AMEX,7651.56,4888.21,6607
1335,1416,AMEX,5035.55,301.03,138
1336,1418,MasterCard,8744.2,3691.94,7768
1337,1420,AMEX,7286.05,2713.58,4640
1338,1421,MasterCard,5431.51,4063.47,9439
1339,1422,MasterCard,6048.22,3046.94,360
1340,1423,AMEX,4229.37,4661.98,9252
1341,1425,AMEX,1830.04,1810.53,4512
1342,1426,MasterCard,9924.81,3063.76,1449
1343,1427,AMEX,1568.47,993.1,3768
1344,1428,AMEX,6423.64,4170.73,9606
1345,1429,MasterCard,3615.81,3989.62,8263
1346,1430,MasterCard,8399.56,3594.73,6343
1347,1431,MasterCard,6669.19,3100.53,4185
1348,1432,Visa,6466.42,1096.01,9114
1349,1433,AMEX,7737,4350,8147
1350,1434,AMEX,2062.77,2887.85,1767
1351,1435,AMEX,3805.52,1059.52,5954
1352,1436,AMEX,5552.99,3684.61,4283
1353,1437,Visa,3879.72,158.37,7114
1354,1438,AMEX,1991.41,1090.13,4190
1355,1439,Visa,3786.08,1134.21,870
1356,1440,AMEX,5125.61,1458.32,933
1357,1441,Visa,2330.13,171.87,2065
1358,1442,AMEX,6956.48,4212.88,6802
1359,1443,Visa,1653.72,486.76,534
1360,1444,AMEX,9024.45,4145.99,5337
1361,1446,Visa,4230.25,4204.89,5070
1362,1447,MasterCard,2888.49,145.46,5787
1363,1448,AMEX,5337.32,3922.4,3501
1364,1449,MasterCard,8489.56,2664,5626
1365,1450,Visa,6280.71,1081.48,6055
1366,1451,MasterCard,8291.44,2032.45,1355
1367,1452,MasterCard,9719.07,485.44,9858
1368,1453,Visa,6627.48,686.25,3114
1369,1454,MasterCard,2517.91,1835.43,2073
1370,1455,MasterCard,3724.8,2062.13,5955
1371,1456,MasterCard,6952.56,3880.05,6089
1372,1457,MasterCard,8038.12,3781.48,8121
1373,1458,Visa,6891.07,1200.57,1771
1374,1459,Visa,6210.58,919.4,945
1375,1460,MasterCard,9342.6,841.55,6776
1376,1461,AMEX,5468.9,2953.63,2420
1377,1462,AMEX,6999.91,2902.67,810
1378,1463,MasterCard,3811.06,524.65,9075
1379,1464,Visa,4499.61,1702.01,1307
1380,1465,MasterCard,3109.9,4371.92,9038
1381,1466,Visa,8202.27,4711.4,6034
1382,1467,AMEX,2792.29,4859.62,8771
1383,1468,MasterCard,3091.24,3468.11,767
1384,1469,MasterCard,1964.64,188.6,2164
1385,1470,Visa,7611.33,2425.87,7744
1386,1471,Visa,1683.35,1215.96,8995
1387,1472,AMEX,1536.65,4439.84,682
1388,1473,AMEX,6627.36,211.7,7658
1389,1474,MasterCard,4379.57,564.75,6662
1390,1475,MasterCard,9343.68,1431.15,6617
1391,1476,Visa,8894.18,3504.29,856
1392,1477,AMEX,5470.88,4680.99,4845
1393,1478,AMEX,1738.53,1940.87,8221
1394,1479,MasterCard,5953.18,1708.22,1956
1395,1480,AMEX,9949.11,3913.52,667
1396,1481,Visa,6943.36,4491.04,9565
1397,1482,Visa,8147.27,437.97,4734
1398,1483,Visa,4632.06,4930.57,6636
1399,1484,AMEX,1669.94,2548.71,5961
1400,1485,Visa,9458.3,4971.23,3662
1401,1486,MasterCard,3966.94,63.6,8914
1402,1487,AMEX,2361.4,4454.9,3298
1403,1488,AMEX,2398.21,493.53,5726
1404,1489,Visa,2225.03,3888.99,1547
1405,1491,MasterCard,8740.36,681.73,5735
1406,1492,MasterCard,2325.22,804.77,1547
1407,1493,AMEX,7798.35,3035.88,1877
1408,1494,AMEX,1652.23,3469.73,1517
1409,1495,AMEX,2084.49,450.17,7082
1410,1496,AMEX,2046.11,2029.46,5186
1411,1497,AMEX,5647.73,3508.87,8434
1412,1498,MasterCard,8916.81,4547.73,7075
1413,1499,MasterCard,7697.34,947.73,4712
1414,1500,MasterCard,8775.58,2123.74,2795
1415,1502,MasterCard,2028.39,184.48,1670
1416,1503,MasterCard,5960.03,2279.93,4175
1417,1504,AMEX,8100.28,2098.59,2994
1418,1505,Visa,9546.47,4107.97,2487
1419,1506,MasterCard,7157.24,4452.53,1450
1420,1507,AMEX,8708.76,1766.92,7538
1421,1508,AMEX,4346.06,3541.44,2188
1422,1509,MasterCard,7353.12,2889.51,4140
1423,1510,Visa,4333.63,3850.26,9927
1424,1511,MasterCard,2753.18,731.59,9649
1425,1512,AMEX,1587.26,4064.95,5731
1426,1513,AMEX,8960.74,3013.58,3285
1427,1514,AMEX,1580.59,3837.31,7582
1428,1515,AMEX,9997.31,2099.99,3443
1429,1516,AMEX,5596.33,41.2,1845
1430,1517,AMEX,5534.43,4589.83,519
1431,1518,AMEX,1661.37,3642.37,2315
1432,1519,MasterCard,1671.45,3453.78,3012
1433,1521,Visa,4985.67,219.3,409
1434,1522,Visa,2598.41,689.08,6539
1435,1523,AMEX,2822.67,2192.79,3464
1436,1524,Visa,3085.52,3966.87,9465
1437,1525,AMEX,8293.51,4449.01,9344
1438,1526,MasterCard,6504.65,2289.07,4238
1439,1527,MasterCard,1650.33,4974.91,5922
1440,1528,AMEX,7215.74,4898.98,7
1441,1529,Visa,5678.28,1818.33,9733
1442,1530,AMEX,6217.95,324.09,6902
1443,1531,AMEX,3719.77,2464.43,7144
1444,1532,AMEX,1160.7,4897.42,1651
1445,1533,MasterCard,5578.6,1829.15,9639
1446,1534,Visa,6356.16,1757.23,931
1447,1535,MasterCard,6807.3,1520.03,6830
1448,1536,Visa,4979.32,4750.24,2890
1449,1537,MasterCard,6046.43,941.45,8108
1450,1538,AMEX,5895.77,2176.43,2291
1451,1539,Visa,4326.35,1022.3,198
1452,1541,MasterCard,4898.8,2182.46,1347
1453,1542,Visa,3135.62,4029.63,6895
1454,1543,MasterCard,1080.51,38.75,355
1455,1544,AMEX,3585.08,2425.22,5318
1456,1545,MasterCard,1931.02,2529.61,8997
1457,1546,AMEX,5510.54,379.97,5467
1458,1547,Visa,4433.08,4891.67,4879
1459,1548,Visa,3259.39,989.13,6935
1460,1549,AMEX,2163.29,4533.11,7728
1461,1550,Visa,8250.99,1146.52,345
1462,1551,Visa,9863.35,2623.13,5397
1463,1552,MasterCard,8753.42,4001.12,8107
1464,1553,MasterCard,8081.03,4748.95,8402
1465,1554,AMEX,5780.81,2007.43,1840
1466,1555,Visa,8520,350.49,9013
1467,1557,AMEX,3898.2,4369.02,3629
1468,1558,Visa,3035.52,2393.56,1024
1469,1559,MasterCard,2943.19,749.74,8909
1470,1560,AMEX,5105.32,2320.7,4204
1471,1561,Visa,6745.23,1112.2,7927
1472,1562,AMEX,2368.34,3497.3,4212
1473,1563,Visa,1109.47,2037,6524
1474,1564,AMEX,1205.11,3640.69,8777
1475,1565,MasterCard,3774.35,3825.02,7554
1476,1566,AMEX,7486.32,1871.08,3645
1477,1567,Visa,1034.16,3316.01,1947
1478,1568,Visa,5206.02,3868.75,5289
1479,1569,AMEX,3676.52,255.21,4889
1480,1570,MasterCard,9225.5,965.61,6421
1481,1571,Visa,9628.58,4911.46,30
1482,1572,AMEX,4588.6,36.03,1695
1483,1573,AMEX,9795.53,1564.66,8686
1484,1574,AMEX,9739.49,3910.94,2844
1485,1575,MasterCard,6184.77,1581.54,2804
1486,1576,AMEX,4468.91,4097.12,3517
1487,1577,AMEX,1950.3,661.55,5208
1488,1578,MasterCard,5982.28,4383.95,4777
1489,1579,AMEX,8513.86,2363.54,6839
1490,1580,Visa,4562.82,184.46,6180
1491,1581,AMEX,5547.78,3116.53,2395
1492,1582,AMEX,4585.07,1386.29,4255
1493,1583,Visa,7332.54,3502.11,4258
1494,1584,AMEX,5957.63,4513.67,3978
1495,1585,AMEX,5625.89,418.24,1670
1496,1586,Visa,2959.5,1221.34,3446
1497,1587,AMEX,6337.76,1955.57,631
1498,1589,AMEX,7319.45,2027.72,9609
1499,1590,Visa,6690.68,566.4,69
1500,1591,Visa,3644.65,1488.21,7098
1501,1592,AMEX,6668.94,96.59,646
1502,1593,MasterCard,7876.05,955.93,4395
1503,1594,Visa,6859.76,3048.6,9105
1504,1595,Visa,5497.24,843.9,8780
1505,1596,Visa,6948.76,4585.82,7052
1506,1597,AMEX,5258.61,3566.45,7949
1507,1598,AMEX,4053.66,3441.12,2937
1508,1599,AMEX,6594.95,2236.14,5519
1509,1600,Visa,1171.23,3901.68,3261
1510,1601,MasterCard,1835.76,937.23,4028
1511,1602,AMEX,2648.41,2217.03,93
1512,1603,MasterCard,9811.23,4969.11,2572
1513,1604,AMEX,3579.05,1433.78,3888
1514,1605,Visa,5501.21,2025.69,9213
1515,1606,AMEX,6128.21,1101.68,3346
1516,1607,Visa,1116.25,379.17,3143
1517,1609,AMEX,2403.54,726.32,4899
1518,1610,AMEX,2960.83,2558.2,9607
1519,1611,AMEX,1654.36,3763.47,2205
1520,1612,AMEX,6854.38,4240.67,3077
1521,1613,Visa,2076.38,840.09,4330
1522,1615,AMEX,5528.62,1797.4,5122
1523,1616,MasterCard,2682.68,2239.43,9367
1524,1617,MasterCard,3082.47,2912.4,6935
1525,1619,MasterCard,2016.03,4208.14,5667
1526,1621,AMEX,8195.49,2364.59,1071
1527,1622,AMEX,5428.53,1587.95,4594
1528,1623,AMEX,8649.48,2484.76,5631
1529,1624,MasterCard,9553.97,3271.69,6948
1530,1625,MasterCard,5088.43,3501.67,9023
1531,1627,Visa,4332.2,132.76,9544
1532,1628,MasterCard,9039.05,3565.13,4333
1533,1629,Visa,9986.2,1599.05,421
1534,1630,MasterCard,4431.48,4394.16,9877
1535,1631,Visa,9680.91,2108.29,724
1536,1632,Visa,5548.6,3978.65,2830
1537,1633,Visa,1329.84,1836.02,111
1538,1634,Visa,2823.16,1854.21,6218
1539,1635,MasterCard,4485.21,3812.82,9306
1540,1636,Visa,4187.14,2697.61,9340
1541,1638,Visa,8086.81,4197.47,9949
1542,1639,Visa,2136.4,3149.65,5046
1543,1640,Visa,1511.96,3172.25,523
1544,1641,MasterCard,7388.64,3918.93,7779
1545,1642,AMEX,4830.52,3152.47,1941
1546,1643,MasterCard,2545.15,1290.63,3406
1547,1644,AMEX,1777.58,51.64,9055
1548,1645,AMEX,2927.08,3943.33,6590
1549,1646,MasterCard,9624.49,4786.85,8618
1550,1647,Visa,1783.44,3597.05,1373
1551,1648,Visa,5956.82,4130.71,5974
1552,1649,MasterCard,1235.68,4318.9,1551
1553,1650,AMEX,9130.46,1264.63,6438
1554,1651,MasterCard,5607.76,1784.36,1291
1555,1652,Visa,9436.71,3669.93,4205
1556,1653,AMEX,3922,2197.26,2528
1557,1654,AMEX,4646.98,3184.32,5043
1558,1655,AMEX,7746.04,1345.98,7345
1559,1656,MasterCard,9477.46,3574.54,1373
1560,1657,MasterCard,2260.39,2970.73,6072
1561,1659,Visa,9735.27,4617.51,7074
1562,1660,AMEX,3932.67,2806.28,6025
1563,1661,Visa,9432.45,1258.41,6257
1564,1662,MasterCard,6581.41,1945.51,657
1565,1663,MasterCard,5326.62,3691.06,8832
1566,1664,Visa,3987.89,2108.03,428
1567,1665,Visa,5581.97,4111.31,770
1568,1666,MasterCard,6884.15,1193.68,2860
1569,1667,MasterCard,7395.69,3856,6725
1570,1668,MasterCard,1686.76,3924.56,7641
1571,1669,MasterCard,6763,921.27,8853
1572,1670,Visa,9031.81,441.66,5587
1573,1671,AMEX,4842.04,3006.95,8796
1574,1672,MasterCard,3254.51,3873.17,346
1575,1673,Visa,7293.49,4688.47,5078
1576,1674,MasterCard,2023.99,3412.46,7946
1577,1675,AMEX,9394.81,3415.77,2832
1578,1676,Visa,5617.3,2168.17,4715
1579,1677,MasterCard,6954.96,1584.33,7204
1580,1678,AMEX,4172.4,2112.11,6644
1581,1679,Visa,4870.97,3483.71,6885
1582,1680,Visa,6192.75,4918.21,6609
1583,1681,AMEX,9884.77,3427.38,483
1584,1682,AMEX,7321.29,2897.13,9098
1585,1683,MasterCard,9413.54,2058.55,5463
1586,1684,MasterCard,9597.89,1939.48,9549
1587,1685,AMEX,8028.35,2161.05,4735
1588,1686,AMEX,1370.48,2466.41,4642
1589,1687,MasterCard,3432.91,2164.2,3537
1590,1689,Visa,1122.93,87.1,2866
1591,1690,AMEX,5369.41,2813.48,4356
1592,1691,AMEX,7896.33,4220.77,5403
1593,1692,AMEX,9378.39,2179.52,8579
1594,1693,MasterCard,4969.41,4353.56,672
1595,1694,Visa,8463.05,2992.02,3418
1596,1695,Visa,5108.75,1385.87,8313
1597,1696,AMEX,2283.22,1081.78,7318
1598,1697,MasterCard,5112.52,220.38,7348
1599,1698,MasterCard,4976.52,3518.41,2750
1600,1699,AMEX,5721.99,3253.99,259
1601,1700,AMEX,9374.45,3914.5,932
1602,1701,MasterCard,6563.66,4778.83,2933
1603,1702,MasterCard,1809.92,1643.1,4980
1604,1703,Visa,4876.57,1211.93,2652
1605,1704,AMEX,5101.69,1387.4,9600
1606,1705,MasterCard,8434.23,2775.37,5993
1607,1706,MasterCard,5653.81,2326.99,2179
1608,1707,Visa,4890.94,447.71,8081
1609,1708,Visa,2209.82,1096.81,1030
1610,1709,AMEX,8018.74,2777.8,6912
1611,1710,Visa,7943.63,4872.86,7926
1612,1711,AMEX,2803.21,3819.45,2137
1613,1713,AMEX,1754.59,3605.25,837
1614,1714,AMEX,6201.12,4936.57,5092
1615,1715,AMEX,5886.27,1248.32,3098
1616,1716,MasterCard,2124.88,4576.76,1466
1617,1717,AMEX,6963.71,3342.99,5220
1618,1718,MasterCard,1781.91,2990.17,437
1619,1719,Visa,8317.71,3507.88,8606
1620,1720,MasterCard,2367.54,2846.06,3575
1621,1721,MasterCard,4839,1801.69,2803
1622,1722,MasterCard,8657.93,4067.78,2899
1623,1723,Visa,1582.53,1857.6,8423
1624,1724,AMEX,8209.57,2153.15,3395
1625,1725,AMEX,7726.06,3943.33,9100
1626,1726,Visa,3625.75,4870.25,163
1627,1727,AMEX,9061.04,1569.79,3372
1628,1728,AMEX,9234.2,4898.59,2708
1629,1729,AMEX,7584.23,4440,2545
1630,1730,AMEX,8442.61,990.49,6764
1631,1731,Visa,2305.07,802.87,8693
1632,1732,AMEX,4980.24,4092.89,9970
1633,1733,AMEX,9728.97,332.61,7918
1634,1734,MasterCard,1861.58,4922.46,7245
1635,1735,MasterCard,4744.58,1026.27,764
1636,1736,AMEX,9658.28,118.25,702
1637,1737,MasterCard,6274.39,3323.8,8572
1638,1738,AMEX,1259.8,2848.34,1440
1639,1739,AMEX,8669.89,4556.12,7455
1640,1740,MasterCard,3905.83,687.2,3786
1641,1741,AMEX,1323.48,928.24,719
1642,1742,MasterCard,8478.42,3651.55,6006
1643,1743,Visa,7710.75,1954.68,117
1644,1745,Visa,4267.94,174.36,4471
1645,1746,MasterCard,7826.42,4037.71,2445
1646,1747,Visa,6382.1,1317.18,7400
1647,1748,AMEX,3119.33,2664.92,9506
1648,1749,AMEX,8917.03,3471.55,7540
1649,1750,MasterCard,5806.29,830.34,6919
1650,1751,AMEX,8722.5,394.26,2157
1651,1752,MasterCard,1744.71,2.11,8998
1652,1753,AMEX,3063.77,288.83,1524
1653,1754,AMEX,3825.05,4554.46,4853
1654,1755,AMEX,8609.36,2596.29,5998
1655,1756,AMEX,8847.96,323.82,6400
1656,1757,MasterCard,7940.18,4982.27,8011
1657,1758,AMEX,6242.79,452.7,9886
1658,1759,MasterCard,5098.52,4590.87,6191
1659,1760,Visa,1852.07,1095.64,7197
1660,1761,AMEX,6899.67,3513.49,3686
1661,1762,AMEX,8518,1166.25,6159
1662,1763,Visa,8731.9,4960.47,4350
1663,1765,MasterCard,6282.59,1753.21,8063
1664,1766,MasterCard,9491.61,681.34,8983
1665,1767,MasterCard,8683.02,2474.34,234
1666,1770,Visa,1881.69,4271.94,9329
1667,1771,Visa,8498.08,4290.77,7768
1668,1773,Visa,7304.09,899.7,5711
1669,1774,AMEX,2481.83,3195.5,4370
1670,1775,AMEX,7532.74,3008.84,18
1671,1776,MasterCard,3028.27,4032.65,7712
1672,1777,AMEX,9756.41,3873.97,8489
1673,1778,MasterCard,8875.7,1078.72,4345
1674,1779,AMEX,1144.14,1719.69,4018
1675,1780,AMEX,7061.87,2828.44,7223
1676,1781,Visa,4033.03,4313.79,820
1677,1782,MasterCard,7161.84,2626.04,982
1678,1783,MasterCard,2589.98,3451.71,7375
1679,1784,MasterCard,3457.47,1928.13,3881
1680,1785,MasterCard,1416.65,486.64,3768
1681,1786,MasterCard,4317.12,2210.39,3875
1682,1787,AMEX,6429.58,798,6544
1683,1788,Visa,8808.86,1791.7,4241
1684,1789,AMEX,2898.8,1515.16,7171
1685,1790,AMEX,8904.91,1226.7,434
1686,1791,AMEX,8228.34,3427.91,2451
1687,1792,Visa,6832.43,1004.34,450
1688,1793,MasterCard,8748.7,3385.39,5351
1689,1794,Visa,3934.17,194.1,5851
1690,1795,MasterCard,9476.07,3371.65,4975
1691,1796,MasterCard,2613.54,212.66,1816
1692,1797,Visa,6206.46,890.08,9086
1693,1798,Visa,5203.08,2515.99,845
1694,1799,MasterCard,7753.35,4939.53,8791
1695,1800,AMEX,4138.83,3189.49,4973
1696,1801,MasterCard,9272.36,17.12,8641
1697,1802,Visa,1866.03,3879.38,2302
1698,1803,Visa,6519.62,1702.98,7078
1699,1804,AMEX,1666.71,4960.5,8947
1700,1805,AMEX,9745.98,3031.9,5506
1701,1807,MasterCard,7955.1,244.44,9798
1702,1808,MasterCard,7561.04,1845.45,8112
1703,1809,MasterCard,9784.09,1437.06,2285
1704,1810,MasterCard,9405.05,1872.92,6064
1705,1811,MasterCard,8841.7,1523.65,3261
1706,1812,AMEX,6790.25,1390.97,2447
1707,1814,AMEX,2821.25,3902.46,4865
1708,1815,Visa,6703.17,3233.04,6458
1709,1817,MasterCard,9488.69,2947.78,4834
1710,1818,AMEX,3540.22,4534.79,7327
1711,1819,MasterCard,4222.68,1343.59,6799
1712,1820,AMEX,5042.82,2502.71,9848
1713,1821,AMEX,7223.03,4558.19,5424
1714,1822,MasterCard,8577.25,3655.29,3764
1715,1823,AMEX,3320.41,873.71,8628
1716,1824,MasterCard,5861.64,3966.97,9650
1717,1825,MasterCard,3266.74,4011.3,3659
1718,1826,Visa,5179.97,3729.5,2881
1719,1827,MasterCard,9409.6,2979.02,3799
1720,1828,Visa,8942.85,590.01,6273
1721,1829,Visa,5150.61,2346.17,6273
1722,1830,AMEX,4300.08,433.38,4508
1723,1831,Visa,5903.85,2594.53,7438
1724,1832,Visa,7599.71,2025.72,2533
1725,1833,MasterCard,2052.76,29.56,2002
1726,1834,Visa,3040.35,3888.55,2383
1727,1835,AMEX,2082.22,3253.82,5574
1728,1836,AMEX,1167.63,1203.88,9170
1729,1837,AMEX,8055.44,3210.2,6743
1730,1838,AMEX,4373.54,2720.64,9979
1731,1839,AMEX,7878.05,2540.59,260
1732,1840,Visa,5466.58,1882.08,4234
1733,1841,Visa,7170.17,217.21,4874
1734,1842,MasterCard,5481.31,4930.85,345
1735,1843,AMEX,5383.68,2548.97,3950
1736,1844,AMEX,8979.47,273.74,3395
1737,1845,Visa,6742.37,253.4,9490
1738,1847,MasterCard,6115.26,1723.64,649
1739,1848,AMEX,2261.09,2144.18,9486
1740,1849,AMEX,6233.95,3076.36,5310
1741,1850,Visa,6946.49,10.47,1003
1742,1851,MasterCard,2741.27,2579.61,6988
1743,1852,MasterCard,2443.97,3464,7466
1744,1853,AMEX,2649.34,1963.75,4807
1745,1855,Visa,2423.03,4259.92,6996
1746,1856,MasterCard,8024.05,1986.5,8374
1747,1857,AMEX,1180.17,4982.17,6352
1748,1858,Visa,8421.17,2677.71,7882
1749,1859,MasterCard,3189.23,632.05,9415
1750,1860,AMEX,2695.55,398.12,8479
1751,1861,AMEX,6677.48,1041.42,777
1752,1862,Visa,8851.41,4474.64,9122
1753,1863,MasterCard,7447.47,2460.66,6518
1754,1864,Visa,6045.34,4139.49,991
1755,1865,MasterCard,3156.81,3354.14,4605
1756,1866,Visa,4678.18,4291.04,5753
1757,1867,Visa,8719.09,2588.86,7642
1758,1868,Visa,8184.19,4095.26,7667
1759,1869,MasterCard,2996.59,4715.21,6950
1760,1870,AMEX,8892.88,723.05,170
1761,1871,MasterCard,3157.96,4984.98,7185
1762,1872,MasterCard,9845.75,3695.91,7199
1763,1873,Visa,7691.92,2872.36,9205
1764,1874,MasterCard,7376.87,4961.09,7462
1765,1875,AMEX,6252.59,833.35,4940
1766,1876,MasterCard,8702.05,3238.32,725
1767,1877,Visa,8951.22,941.51,9370
1768,1878,Visa,3291,2542.94,52
1769,1879,Visa,8127.83,197.98,9480
1770,1880,Visa,2488.24,1718.44,4747
1771,1881,MasterCard,4552.69,4366.55,3851
1772,1882,MasterCard,9234.04,3792.78,3682
1773,1883,MasterCard,3742.3,1984.25,631
1774,1884,MasterCard,4885.88,855.66,2523
1775,1885,MasterCard,4788.2,309.91,9529
1776,1886,AMEX,6135.55,4765.11,7399
1777,1887,Visa,8507.35,2162.05,4613
1778,1888,MasterCard,5923.72,3602.02,3828
1779,1889,MasterCard,9453.49,4541.02,8490
1780,1890,AMEX,8872.6,3682.86,3787
1781,1891,AMEX,6521.01,2342.15,4619
1782,1892,Visa,4887.6,1845.7,6519
1783,1893,AMEX,3922.73,4365.61,178
1784,1894,Visa,6510.52,1594.46,8651
1785,1895,AMEX,8276.21,1635.71,9132
1786,1896,AMEX,5550.11,3784.53,9101
1787,1897,AMEX,8930.12,2929.1,2184
1788,1898,MasterCard,3587.81,2139.87,2305
1789,1899,AMEX,8737.82,2252.79,4252
1790,1900,MasterCard,6974.46,2917.86,4924
1791,1901,Visa,3624.65,2187.14,4036
1792,1902,AMEX,4728.62,1583.39,9860
1793,1903,MasterCard,1345.11,4530.41,2987
1794,1904,Visa,9235.73,2531.95,5681
1795,1905,Visa,7915.3,993.03,9526
1796,1906,MasterCard,6487.41,822.82,7635
1797,1907,Visa,9740.75,1438.15,1912
1798,1908,MasterCard,9297.02,4932.62,7648
1799,1909,AMEX,9249.86,4623.38,1604
1800,1911,MasterCard,3040.76,421.4,2822
1801,1912,MasterCard,7693.18,1909.18,5832
1802,1913,Visa,3938.57,2566.16,8144
1803,1914,MasterCard,3447.95,1517.92,5798
1804,1915,AMEX,3272.77,3280.53,4488
1805,1916,AMEX,1622.82,2142.85,2355
1806,1917,MasterCard,7521.5,2686.54,5970
1807,1918,MasterCard,1074.89,1402.99,6627
1808,1919,Visa,6082.11,347.29,7321
1809,1920,AMEX,3400.11,3460.63,1134
1810,1921,AMEX,7010.51,3630.8,4874
1811,1923,MasterCard,7219.85,4311.73,1770
1812,1924,MasterCard,4405.2,1531.23,1034
1813,1925,MasterCard,2603.54,3620.7,5545
1814,1926,Visa,4051.04,2900.88,2052
1815,1927,MasterCard,5129.36,2147.06,5396
1816,1928,MasterCard,8928.32,1060.17,5149
1817,1929,AMEX,9793.58,3304,5536
1818,1930,MasterCard,9346.56,800.22,2633
1819,1931,AMEX,5505.8,3625.51,6656
1820,1932,MasterCard,5245.15,1074.8,7494
1821,1933,Visa,3446.11,86.53,4448
1822,1934,AMEX,4420.77,1515.23,192
1823,1935,MasterCard,9256.23,4320.69,1758
1824,1936,MasterCard,8753.98,143.69,7584
1825,1937,MasterCard,2323.42,311.96,6366
1826,1938,MasterCard,4191.89,2668.9,6849
1827,1939,AMEX,6226.47,20.59,8977
1828,1940,MasterCard,2004.76,3193.18,727
1829,1941,MasterCard,4166.81,3121.83,8474
1830,1942,MasterCard,6263.32,1105.53,2534
1831,1943,AMEX,5064.89,2175.14,5785
1832,1944,Visa,8776.81,3830.97,6665
1833,1946,MasterCard,7040.49,3015.65,8245
1834,1947,MasterCard,5747.08,2195.08,2569
1835,1948,Visa,3778.48,1971.31,1171
1836,1949,Visa,6341.63,1646.72,5814
1837,1950,Visa,9981.64,2723.09,4088
1838,1951,Visa,2805.86,1256.2,6096
1839,1952,AMEX,7513.66,3183.33,4064
1840,1953,MasterCard,7408.35,571.27,7530
1841,1954,Visa,8022.77,4291.87,865
1842,1955,AMEX,4937.89,3823.08,6717
1843,1956,AMEX,1096.58,2078.88,910
1844,1957,AMEX,9137.13,890.95,4236
1845,1959,AMEX,4608.97,3371,8236
1846,1960,MasterCard,8474.8,1830.75,7728
1847,1961,MasterCard,8847.51,411.88,7465
