TransactionID,CustomerSK,LoanSK,CardSK,FeedbackSK,TimeSK,Transaction Amount,Account Balance After Transaction,Interest Rate,Credit Card Balance,Rewards Points,Anomaly,Isolation_Forest_Prediction,Model_Anomaly_Flag,Anomaly_Score
2628,2473,2473,2473,2473,4339,4161.06,12948.78,4.78,2178.3,484,1,1,0,0.0325857660730989
2629,2474,2474,2474,2474,4513,1345.4,1838.44,3.99,1157.19,3573,1,1,0,0.145316760837535
2631,2475,2475,2475,2475,4272,856.08,6299,7.3,3114.69,7985,1,1,0,0.137118475521607
2632,2476,2476,2476,2476,4503,1218.59,8492.95,5.86,4378.78,4820,1,1,0,0.121053350823797
2633,2477,2477,2477,2477,4247,1196.36,-313.31,8.82,2805.86,1018,1,1,0,0.103250988477298
2634,2478,2478,2478,2478,4243,91.23,3025.6,3.04,2323.46,5180,1,1,0,0.122277734618884
2635,2479,2479,2479,2479,4217,3579.36,8327.44,6.58,136.54,256,1,1,0,0.0438009644471987
2636,2480,2480,2480,2480,4550,4885.56,13207.31,8.75,2457.21,5860,1,1,0,0.0452080591008596
2638,2481,2481,2481,2481,4246,91.23,3593.71,3.12,790.59,6254,1,1,0,0.101360407478388
2639,2482,2482,2482,2482,4253,4592.37,8498.87,1.74,3822.2,4931,1,1,0,0.117803290652621
2640,2483,2483,2483,2483,4281,1038.94,4897.32,9.93,2418.86,9826,1,1,0,0.0929647776613681
2641,2484,2484,2484,2484,4475,45.7,2037.72,6.23,3814.37,3537,1,1,0,0.100344891514591
2642,2485,2485,2485,2485,4531,1128.37,10293.46,5.41,743.5,1180,1,1,0,0.0727716052182363
2643,2486,2486,2486,2486,4212,529.04,8478.85,4.05,1008.75,2033,1,1,0,0.095958190272546
2644,2487,2487,2487,2487,4207,3632.97,6125.89,5.05,2230.95,7297,1,1,0,0.157046936029701
2645,2488,2488,2488,2488,4443,18.19,3754.65,7.98,2383.48,5831,1,1,0,0.120527401798904
2646,2489,2489,2489,2489,4270,2212.34,2760.76,9.25,4970.81,6123,1,1,0,0.109943766416927
2647,2490,2490,2490,2490,4371,2464.84,-1221.38,1.94,4930.77,201,1,1,0,0.0352480673774436
2648,2491,2491,2491,2491,4540,3923.17,-284.08,3.7,2284.53,8736,1,1,0,0.0981098199345054
2649,2492,2492,2492,2492,4325,2616.6,11736.13,2.7,1199.01,8752,1,1,0,0.0723455644781583
2650,2493,2493,2493,2493,4296,632.44,9180.3,4.92,3463.18,9197,1,1,0,0.081119038689518
2651,2494,2494,2494,2494,4323,2138.14,6099.63,5.77,967.99,3635,1,1,0,0.157981604990588
2652,2495,2495,2495,2495,4389,4673.61,7134.02,7.49,1381.48,5245,1,1,0,0.097491679270371
2653,2496,2496,2496,2496,4443,1191.65,7822.67,8.88,2694.49,9782,1,1,0,0.101019673660243
2654,2497,2497,2497,2497,4485,1504.35,7510.76,5.88,4727.44,6357,1,1,0,0.112576883943852
2655,2498,2498,2498,2498,4368,4367.56,12617.76,5.4,144.97,8900,1,1,0,0.0151529223110609
2657,2499,2499,2499,2499,4412,1484.63,1764.86,9,4326.02,8623,1,1,0,0.106617811998448
2658,2500,2500,2500,2500,4304,3544.78,3835.63,6.84,3668.6,2476,1,1,0,0.14586823989335
2659,2501,2501,2501,2501,4515,434.73,8405.49,8.09,2409.75,667,1,1,0,0.0847452355863321
2660,2502,2502,2502,2502,4385,2719.54,2629.92,7.48,4287,7484,1,1,0,0.140383040596983
2661,2503,2503,2503,2503,4438,4356.17,1032.29,9.31,3911.53,4909,1,1,0,0.120797485188088
2662,2504,2504,2504,2504,4415,4214.16,5360.76,8.35,3668.54,3879,1,1,0,0.138063635741305
2663,2505,2505,2505,2505,4472,1022.2,3891.45,4.07,530.63,722,1,1,0,0.089189309540931
2664,2506,2506,2506,2506,4243,2670.5,5896.93,8.69,3523.44,5886,1,1,0,0.161355792554886
2665,2507,2507,2507,2507,4331,1998.32,5462.72,5.21,777.95,9944,1,1,0,0.0960809295614268
2666,2508,2508,2508,2508,4422,2808.67,-2592.38,8.63,4490.25,1425,1,1,0,0.0456116774480077
2667,2509,2509,2509,2509,4339,384.61,1695.89,9.15,3240.68,1134,1,1,0,0.0996423291840416
2668,2510,2510,2510,2510,4386,4906.96,5440.67,7.17,4389.24,223,1,1,0,0.0426217962521995
2669,2511,2511,2511,2511,4245,2821.94,-313.66,7.47,855.2,7888,1,1,0,0.108946594925944
2670,2512,2512,2512,2512,4553,605.26,1345.32,2.27,2893.02,5172,1,1,0,0.141206197395979
2671,2513,2513,2513,2513,4399,3214.92,163.13,3.91,70.04,8632,1,1,0,0.0554317961045119
2672,2514,2514,2514,2514,4505,48.49,1300.19,6.02,464.19,6369,1,1,0,0.0786370557924591
2673,2515,2515,2515,2515,4240,42.27,9145.13,1.03,1736.78,5153,1,1,0,0.0913626518678179
2674,2516,2516,2516,2516,4317,903.94,8486.06,8.63,1414.98,1982,1,1,0,0.115335607446735
2675,2517,2517,2517,2517,4446,1361.93,7436.15,4.33,4002.92,6748,1,1,0,0.145393825053292
2676,2518,2518,2518,2518,4201,1323.17,9397.5,7.51,2718.77,2863,1,1,0,0.141229106438649
2677,2519,2519,2519,2519,4213,2221.43,9025.82,7.92,4524.26,7192,1,1,0,0.103651294543449
2678,2520,2520,2520,2520,4315,2570.84,10700.82,5.93,4762.04,9801,1,1,0,0.0415705466925361
2679,2521,2521,2521,2521,4520,2116.54,4317.55,8.11,4355.06,3950,1,1,0,0.153743511790292
2680,2522,2522,2522,2522,4360,1875.7,6234.62,7.14,1422.51,7505,1,1,0,0.149631544199132
2681,2523,2523,2523,2523,4294,3354,5396.17,4.24,3057.49,1861,1,1,0,0.159840252246867
2682,2524,2524,2524,2524,4410,1249.2,5686.06,8.35,3809,7332,1,1,0,0.143868150643525
2683,2525,2525,2525,2525,4246,3142.75,879.75,6.72,2656.26,4982,1,1,0,0.156186647161648
2684,2526,2526,2526,2526,4338,4783.77,11065.16,2.44,1668.18,126,1,1,0,0.0209766864292136
2685,2527,2527,2527,2527,4229,2364.15,11749.67,7.96,911.99,2759,1,1,0,0.0929502578205392
2686,2528,2528,2528,2528,4222,2560.88,1916.93,7.09,4817.57,8931,1,1,0,0.0917561488916054
2687,2529,2529,2529,2529,4350,3644.11,2147.84,3.56,1031.12,1415,1,1,0,0.122006965006952
2688,2530,2530,2530,2530,4297,2541.9,7515.99,8.58,4057.95,9608,1,1,0,0.106098694255847
2689,2531,2531,2531,2531,4254,728.1,8378.26,4.37,665.86,4505,1,1,0,0.11643633344486
2690,2532,2532,2532,2532,4265,3057.41,3742.37,5.97,4940.85,9774,1,1,0,0.0682802681275264
2691,2533,2533,2533,2533,4235,2548.78,1705.15,4.09,1687.18,4893,1,1,0,0.161639293786221
2692,2534,2534,2534,2534,4553,4757.87,1350.47,7.52,3892.84,627,1,1,0,0.062307839525475
2693,2535,2535,2535,2535,4424,474.09,2119.08,6.23,762.5,8703,1,1,0,0.0836641486919342
2694,2536,2536,2536,2536,4303,2686.98,6172.22,5.23,3584.89,6535,1,1,0,0.159487595160072
2695,2537,2537,2537,2537,4497,3088.49,4299.7,1.18,3451.75,3639,1,1,0,0.160468980589991
2696,2538,2538,2538,2538,4313,3103.27,8770.97,6.46,1898.51,761,1,1,0,0.108084950305481
2697,2539,2539,2539,2539,4475,307.91,2903.39,6.6,201.52,8433,1,1,0,0.0679017305014955
2698,2540,2540,2540,2540,4332,1645.88,5332.63,2.63,2060.23,7697,1,1,0,0.152614968002279
2699,2541,2541,2541,2541,4326,1320.09,6796.76,3.99,2798.66,9483,1,1,0,0.116971368260137
2700,2542,2542,2542,2542,4436,3403.13,8857.87,8.91,276.01,9664,1,1,0,0.0555448125205909
2702,2543,2543,2543,2543,4261,1054.25,1984.2,4.92,4895.63,7516,1,1,0,0.0932844594807595
2703,2544,2544,2544,2544,4472,4132.14,599.91,9.42,4599.5,8592,1,1,0,0.084763479348853
2704,2545,2545,2545,2545,4231,2430.32,5221.77,8.31,4088.38,6725,1,1,0,0.15277021899918
2705,2546,2546,2546,2546,4453,1322.17,11296.83,1.88,750.71,4216,1,1,0,0.0987749483970992
2706,2547,2547,2547,2547,4410,1505.77,433.26,8.73,2028.79,7061,1,1,0,0.133364795385216
2707,2548,2548,2548,2548,4456,1325.05,6248.75,2.35,1037.02,3758,1,1,0,0.150843514188956
2708,2549,2549,2549,2549,4432,3026.16,3184.31,2.57,1077.05,1812,1,1,0,0.150713536274309
2709,2550,2550,2550,2550,4233,2640.06,2718.75,1.68,4401.73,6148,1,1,0,0.147116334694006
2710,2551,2551,2551,2551,4478,4694.26,14362.18,5.33,2061.51,2974,1,1,0,0.0357458304460395
2711,2552,2552,2552,2552,4256,1375.71,4670.97,6.8,4244.91,3869,1,1,0,0.15166744260848
2712,2553,2553,2553,2553,4500,1602.69,3454.77,7.78,1833.04,9333,1,1,0,0.112443477155248
2713,2554,2554,2554,2554,4458,42.32,8830.53,1.24,270.79,972,1,1,0,0.0299085429044494
2714,2555,2555,2555,2555,4225,1498.71,2278.73,2.6,672.05,7980,1,1,0,0.110759810469408
2715,2556,2556,2556,2556,4276,1261.89,9451.37,6.59,224.71,1504,1,1,0,0.0622730288296003
2717,2557,2557,2557,2557,4483,2483.25,4206.89,1.46,2592.62,821,1,1,0,0.147231253403894
2718,2558,2558,2558,2558,4289,3354.55,5705.44,9.42,1100.08,6519,1,1,0,0.148066119768221
2720,2559,2559,2559,2559,4325,2786.53,9998.08,4.23,1471.6,9106,1,1,0,0.0943459901977163
2721,2560,2560,2560,2560,4459,3645.93,-2087.55,5.83,2432.92,2920,1,1,0,0.10013762697621
2722,2561,2561,2561,2561,4469,1213.5,5632.07,4.37,1567.97,6600,1,1,0,0.14578211899647
2723,2562,2562,2562,2562,4290,1762.55,3131.24,5.1,2993.96,2351,1,1,0,0.17212027682236
2724,2563,2563,2563,2563,4342,1033.54,7008.9,6.37,3179.41,8510,1,1,0,0.137944557989985
2725,2564,2564,2564,2564,4307,564.05,8638.91,4.59,4297.48,5007,1,1,0,0.0977272596685589
2726,2565,2565,2565,2565,4428,3783.46,1853.73,6.59,4125.84,7723,1,1,0,0.114108566377019
2727,2566,2566,2566,2566,4206,1207.92,8457.3,5.19,2751.65,2010,1,1,0,0.136071878871285
2728,2567,2567,2567,2567,4321,1844.17,5808.93,6.92,1988.85,8678,1,1,0,0.14466415405016
2729,2568,2568,2568,2568,4440,1245.96,1275.6,3.36,1055.23,8561,1,1,0,0.103334308201911
2730,2569,2569,2569,2569,4274,228.69,2083.93,2.54,3088.68,500,1,1,0,0.0885312524712447
2731,2570,2570,2570,2570,4401,3647.66,8489.4,1.12,2728.62,3653,1,1,0,0.153241948342675
2732,2571,2571,2571,2571,4554,3220.22,-1825.83,6.42,187.83,6322,1,1,0,0.0728812379581461
2733,2572,2572,2572,2572,4294,2385.87,6384.46,9.83,186.88,2024,1,1,0,0.114213451593934
2734,2573,2573,2573,2573,4526,3374.94,11244.12,4.78,750.38,2773,1,1,0,0.0919881478860986
2735,2574,2574,2574,2574,4288,4234.03,9899,2.91,3586.48,3594,1,1,0,0.11538186736604
2736,2575,2575,2575,2575,4230,3096.13,10338.61,1.12,4296.23,4463,1,1,0,0.112753695424827
2737,2576,2576,2576,2576,4249,4534.86,5129.76,5.62,127.73,7811,1,1,0,0.0748273028390585
2738,2577,2577,2577,2577,4276,1015.46,1099.37,9.93,4091.01,1001,1,1,0,0.0904964267350509
2739,2578,2578,2578,2578,4232,4417.95,10667.95,9.85,2326.88,1204,1,1,0,0.0744598811934079
2740,2579,2579,2579,2579,4497,2712.26,7539.21,1.91,2006.1,75,1,1,0,0.104584066113409
2741,2580,2580,2580,2580,4210,4209.71,1876.06,8.35,2723.38,8318,1,1,0,0.126157755473251
2742,2581,2581,2581,2581,4341,3721.61,-2740.82,2.56,4684.94,3292,1,1,0,0.0613282167209034
2743,2582,2582,2582,2582,4311,297.62,6856.6,8.28,2844.44,7362,1,1,0,0.130332457592133
2744,2583,2583,2583,2583,4361,4190.6,3865.2,8.68,522.9,918,1,1,0,0.076402252949768
2745,2584,2584,2584,2584,4400,1693.07,7201.19,1.07,2358.87,9180,1,1,0,0.115921345910221
2746,2585,2585,2585,2585,4322,2121.44,1516.89,3.14,4889.23,8684,1,1,0,0.0746855093754333
2748,2586,2586,2586,2586,4408,3796.02,6523.03,5.49,2310.9,725,1,1,0,0.121832852508299
2749,2587,2587,2587,2587,4523,2340.12,7613.2,1.24,3485.35,9042,1,1,0,0.126488181948343
2750,2588,2588,2588,2588,4254,4698.7,7328.33,6.63,1824.88,7593,1,1,0,0.0926519566898125
2751,2589,2589,2589,2589,4348,1412.18,6389.48,6.02,3845.33,4528,1,1,0,0.143063085776775
2752,2590,2590,2590,2590,4490,2485.4,-1081.16,4.41,1060.82,361,1,1,0,0.0831902070194583
2753,2591,2591,2591,2591,4303,2061.56,7274.16,5.16,467.76,1294,1,1,0,0.103774144052639
2754,2592,2592,2592,2592,4263,3962.63,1047.44,9.91,1645.38,4857,1,1,0,0.142880478735438
2755,2593,2593,2593,2593,4500,2682.86,4157.89,2.51,4343.04,958,1,1,0,0.128679467448273
2756,2594,2594,2594,2594,4249,2304.79,7645.59,7.58,3571.11,6760,1,1,0,0.14736548210526
2757,2595,2595,2595,2595,4443,4734.63,12983.67,6.81,4915.19,615,1,-1,1,-0.0135835905879508
2758,2596,2596,2596,2596,4432,1895.94,5822.61,6.97,1649.02,554,1,1,0,0.124700997625026
2759,2597,2597,2597,2597,4304,2455.19,4425.38,4.11,2512.18,467,1,1,0,0.141464959174242
2760,2598,2598,2598,2598,4484,2775.16,9969.31,2.95,2116.88,2675,1,1,0,0.147560980488343
2761,2599,2599,2599,2599,4293,278.79,6267.58,6.86,2436.49,8174,1,1,0,0.115850807312653
2762,2600,2600,2600,2600,4237,2637.3,7018.89,9.21,708.36,6753,1,1,0,0.129522302362618
2763,2601,2601,2601,2601,4269,1685.64,7176.96,9.78,985.78,5355,1,1,0,0.158611698995681
2764,2602,2602,2602,2602,4216,3254.73,4483.63,5.33,2502.94,1727,1,1,0,0.164091394529467
2765,2603,2603,2603,2603,4461,3221.69,8687.69,4.83,4840.93,8458,1,1,0,0.0922320401069398
2766,2604,2604,2604,2604,4422,3559.38,3684.75,4.14,4723.33,6547,1,1,0,0.122029903378488
2767,2605,2605,2605,2605,4443,2001.76,4313.16,8.29,469.97,6176,1,1,0,0.139679908473712
2768,2606,2606,2606,2606,4554,532.89,5670.26,3.3,2913.49,3589,1,1,0,0.143600156528227
2769,2607,2607,2607,2607,4536,2201.37,6798.03,5.62,3101.38,6766,1,1,0,0.160316621901406
2770,2608,2608,2608,2608,4326,2765.41,9088.76,4.11,3179.66,4719,1,1,0,0.15020237909666
2772,2609,2609,2609,2609,4533,2741.34,-2167.01,3.54,307.32,6771,1,1,0,0.0659124190568871
2773,2610,2610,2610,2610,4247,2002.39,4010.68,7.18,2536.42,6232,1,1,0,0.174422469725365
2774,2611,2611,2611,2611,4409,2397.5,5969.95,6.3,11.29,4816,1,1,0,0.101128731775159
2775,2612,2612,2612,2612,4207,1523.65,3896.38,3.96,4590.27,8344,1,1,0,0.115973076296458
2776,2613,2613,2613,2613,4279,2465.78,5221.99,3.29,84.52,1522,1,1,0,0.101405518556624
2778,2614,2614,2614,2614,4366,3941.37,4714.98,5.59,1200.77,6506,1,1,0,0.129289411056402
2779,2615,2615,2615,2615,4233,3084.06,3312.8,6.5,2931.95,9044,1,1,0,0.138467549264757
2780,2616,2616,2616,2616,4392,3136.62,12202.24,9.66,2257.5,6542,1,1,0,0.11218503131375
2781,2617,2617,2617,2617,4299,4478,11415.22,4.58,2719.12,8014,1,1,0,0.111660106639549
2782,2618,2618,2618,2618,4382,2403.68,5457.07,8.33,3006,3856,1,1,0,0.179651284726595
2783,2619,2619,2619,2619,4526,2701.34,4184.93,6.75,4916.18,5925,1,1,0,0.12527884860289
2784,2620,2620,2620,2620,4317,4302.29,13033.74,6.34,3907.58,9613,1,1,0,0.0382110509771013
2785,2621,2621,2621,2621,4199,3776.04,-1469.43,1.49,4007.86,7849,1,1,0,0.0938372165435523
2786,2622,2622,2622,2622,4508,2170.98,9793.86,9.21,4484.03,1138,1,1,0,0.0946643774041349
2787,2623,2623,2623,2623,4283,1533.26,-273.41,3.06,4554.33,6420,1,1,0,0.0911372328612072
2789,2624,2624,2624,2624,4414,611.85,5578.91,7.77,3747.67,209,1,1,0,0.086775057622413
2790,2625,2625,2625,2625,4447,3405.39,-333.04,5.7,3.65,1233,1,1,0,0.0458436177923428
2791,2626,2626,2626,2626,4413,2327.59,8004.84,1.04,3008.05,7040,1,1,0,0.15678647101178
2792,2627,2627,2627,2627,4448,2978.99,9788.56,9.54,330.74,7638,1,1,0,0.0828511249664479
2793,2628,2628,2628,2628,4225,4232.53,-1889.56,1.18,61.67,4415,1,1,0,0.0484423179229906
2795,2629,2629,2629,2629,4465,2490.87,12445.92,3.02,4671.36,7739,1,1,0,0.056272560006829
2796,2630,2630,2630,2630,4448,2782.9,10406.45,6.39,1434.01,8574,1,1,0,0.101494473258434
2797,2631,2631,2631,2631,4448,1408.07,412.42,9.74,2846.75,6571,1,1,0,0.132204713748212
2798,2632,2632,2632,2632,4545,1381.43,7755.01,9.3,952.21,8853,1,1,0,0.10709983440543
2799,2633,2633,2633,2633,4515,2635.85,2829.75,6.86,3785.36,2089,1,1,0,0.154588173010186
2800,2634,2634,2634,2634,4417,1293.24,6043.45,7.68,4038.93,3014,1,1,0,0.147509606574494
2801,2635,2635,2635,2635,4277,4307.4,9687.13,7.41,1769.31,434,1,1,0,0.0642047260396068
2802,2636,2636,2636,2636,4492,4974.43,14700.97,7.18,56.35,9236,1,-1,1,-0.0431518491521766
2803,2637,2637,2637,2637,4291,1062.15,8460.48,8.31,3179.34,1195,1,1,0,0.115164824037107
2804,2638,2638,2638,2638,4482,2880.54,4208.47,4.06,4373,2632,1,1,0,0.153947362640028
2805,2639,2639,2639,2639,4197,735.44,4635.37,2.99,637.82,5941,1,1,0,0.130244812789871
2806,2640,2640,2640,2640,4291,936,4244.44,4.13,3508.61,889,1,1,0,0.104776526403437
2807,2641,2641,2641,2641,4302,3832.19,13753.81,1.44,1333.07,5562,1,1,0,0.0676471282135827
2808,2642,2642,2642,2642,4397,1006.4,-695.85,9.7,2178.03,5997,1,1,0,0.111949807540447
2809,2643,2643,2643,2643,4552,3747.52,-645.78,7.66,1668.71,3243,1,1,0,0.13703460407574
2810,2644,2644,2644,2644,4234,2026.1,3450.56,2.92,4532.66,1006,1,1,0,0.116248664504051
2812,2645,2645,2645,2645,4531,1304.46,3385.38,9.93,4798.14,1025,1,1,0,0.0966026820688178
2813,2646,2646,2646,2646,4421,2749.42,735.71,7.91,576.08,4707,1,1,0,0.132480936484868
2814,2647,2647,2647,2647,4422,1664.46,7966.32,4.83,4615.48,6935,1,1,0,0.11349115949745
2815,2648,2648,2648,2648,4532,881.09,7718.91,2.86,3304.33,1290,1,1,0,0.117146001390749
2816,2649,2649,2649,2649,4358,703.97,8011.61,1.36,1331.17,3776,1,1,0,0.127501694092431
2817,2650,2650,2650,2650,4457,4998.29,12446.98,7.02,129.56,9798,1,-1,1,-0.010165942022663
2819,2651,2651,2651,2651,4453,4026.57,3676.82,1.97,4652.1,6907,1,1,0,0.109161991019974
2820,2652,2652,2652,2652,4490,1713.51,1973.94,1.02,2494.21,3463,1,1,0,0.168644232035126
2821,2653,2653,2653,2653,4277,3118.57,-430.75,4.22,2885.83,1814,1,1,0,0.13520954025077
2822,2654,2654,2654,2654,4343,4207.4,14099.53,7.01,4145.62,369,1,1,0,0.00407960106025251
2823,2655,2655,2655,2655,4531,3483.21,10039.24,9.31,3120.41,7860,1,1,0,0.133146100352247
2824,2656,2656,2656,2656,4296,354.69,1129.06,8.92,1003.75,7229,1,1,0,0.103806411838574
2825,2657,2657,2657,2657,4406,971.95,3747.77,7.2,2865.12,6962,1,1,0,0.152158673252369
2826,2658,2658,2658,2658,4348,4369.18,14179.44,8.33,3277.18,3254,1,1,0,0.0509613603483274
2827,2659,2659,2659,2659,4501,2361.4,12290.5,4.2,1187.48,4324,1,1,0,0.0937739396148645
2828,2660,2660,2660,2660,4543,2996.36,1384.86,3.21,4658.2,5741,1,1,0,0.114471434216225
2829,2661,2661,2661,2661,4226,132.02,9073.24,2.12,884.52,7300,1,1,0,0.0688889283137962
2830,2662,2662,2662,2662,4261,2441.71,8402.43,2.63,3560.09,8055,1,1,0,0.138467587327892
2831,2663,2663,2663,2663,4310,2159.97,2983.38,9.67,4531.73,133,1,1,0,0.0967030339129886
2832,2664,2664,2664,2664,4361,3434.12,7612.35,9.37,1650.61,9325,1,1,0,0.110903725515455
2833,2665,2665,2665,2665,4416,1379.49,10311.58,1.42,4256.83,5974,1,1,0,0.112876567396437
2834,2666,2666,2666,2666,4406,3722.02,9971.17,5.23,2952.73,4366,1,1,0,0.13604306953431
2836,2667,2667,2667,2667,4366,2553.46,7523.59,6.87,3657.87,9953,1,1,0,0.097601546652989
2837,2668,2668,2668,2668,4276,1884.5,2611.88,3.96,2065.03,5436,1,1,0,0.163283623346669
2838,2669,2669,2669,2669,4291,1516.94,6083.37,3.53,1009.63,9652,1,1,0,0.106572571256704
2839,2670,2670,2670,2670,4513,2680.15,504.79,8.28,4585,2228,1,1,0,0.118120952206728
2840,2671,2671,2671,2671,4545,2888.35,9254.63,9.52,2521.95,5432,1,1,0,0.145878184334932
2841,2672,2672,2672,2672,4316,2246.18,-1629.03,2.83,3966.04,5698,1,1,0,0.101045651532135
2842,2673,2673,2673,2673,4259,1609.67,10482.69,3.12,4731.8,349,1,1,0,0.0485406714119131
2843,2674,2674,2674,2674,4412,4400.7,-188.27,4.77,3670.4,2317,1,1,0,0.103328843726614
2844,2675,2675,2675,2675,4449,1557.96,6470.58,7.36,2348.87,2580,1,1,0,0.168174982514559
2845,2676,2676,2676,2676,4466,3364.11,10686.08,2.5,4286.37,449,1,1,0,0.0516177917537358
2846,2677,2677,2677,2677,4487,4525.08,246.25,5.21,2943.15,5680,1,1,0,0.123582099921539
2847,2678,2678,2678,2678,4273,3237.78,5305.01,8.57,502.59,3347,1,1,0,0.13375248838089
2848,2679,2679,2679,2679,4323,1835.96,3829.94,3.11,3058.61,4987,1,1,0,0.169061100303394
2849,2680,2680,2680,2680,4444,1493.07,7992.85,1.43,26.94,3217,1,1,0,0.0703176856336534
2850,2681,2681,2681,2681,4200,4268.47,-2329.32,9.16,4878.73,8552,1,1,0,0.0314641243159927
2851,2682,2682,2682,2682,4399,2454.88,5089.4,8.09,2604.03,4659,1,1,0,0.179659985473811
2852,2683,2683,2683,2683,4262,2970.91,6959.84,7.29,461.09,7762,1,1,0,0.116572436227904
2853,2684,2684,2684,2684,4329,2985.54,11921.99,1.79,1497.71,6477,1,1,0,0.106494552622119
2854,2685,2685,2685,2685,4476,2673.67,8214.21,9.09,3293.88,9733,1,1,0,0.102614736313772
2855,2686,2686,2686,2686,4348,4657.32,2320.62,3.75,1443.96,5794,1,1,0,0.111627000849024
2856,2687,2687,2687,2687,4360,4655.86,-169.54,2.9,2104.79,1937,1,1,0,0.0970341170548535
2857,2688,2688,2688,2688,4375,211.7,3888.82,5.39,1494.27,8355,1,1,0,0.103354765701917
2858,2689,2689,2689,2689,4239,2533.27,1954.29,9.31,3144.92,6549,1,1,0,0.165018209202961
2859,2690,2690,2690,2690,4436,2832.18,7034.9,9.95,1420.47,5483,1,1,0,0.166860192604012
2860,2691,2691,2691,2691,4543,4628.54,11416.53,6.53,4065.24,6723,1,1,0,0.0873359398577643
2861,2692,2692,2692,2692,4397,357.59,3729.11,9.6,3623.03,4407,1,1,0,0.122997403460677
2862,2693,2693,2693,2693,4230,3947.48,-2156.79,5.08,1626.32,1311,1,1,0,0.0842722365208795
2863,2694,2694,2694,2694,4301,3215.67,3879.35,1.27,3122.25,5068,1,1,0,0.171165110617725
2865,2695,2695,2695,2695,4394,1465.61,5750.05,3.72,270.27,4239,1,1,0,0.126170083721559
2866,2696,2696,2696,2696,4361,3735.6,6441.71,8.04,2074.79,2368,1,1,0,0.156537807742614
2867,2697,2697,2697,2697,4316,1420.53,562.97,2.12,657.38,5465,1,1,0,0.119432159517298
2868,2698,2698,2698,2698,4255,3381.58,7233.25,2.57,594.52,1423,1,1,0,0.101616793755207
2869,2699,2699,2699,2699,4460,3937.24,-2673.99,6.53,798.89,8178,1,1,0,0.0616771784254374
2870,2700,2700,2700,2700,4223,3918.7,-12.25,2.18,2142.67,42,1,1,0,0.0693865042608448
2871,2701,2701,2701,2701,4387,2726.42,3839.41,5.46,4585.88,9435,1,1,0,0.102938958981647
2872,2702,2702,2702,2702,4233,2073.7,2812.84,1.32,3857.91,403,1,1,0,0.119461102155926
2873,2703,2703,2703,2703,4442,1225.33,618.75,7.02,4266.29,8978,1,1,0,0.0952254538098192
2874,2704,2704,2704,2704,4350,177.14,1209.83,9.18,3679.08,8583,1,1,0,0.0853994608788761
2875,2705,2705,2705,2705,4524,253.99,6087.18,8.87,4848.18,2384,1,1,0,0.0732839213924206
2876,2706,2706,2706,2706,4544,2098.39,8388.32,1.66,3703.67,1234,1,1,0,0.128779684391335
2877,2707,2707,2707,2707,4537,483.73,-329.11,6.32,3954.46,1517,1,1,0,0.0702952466029811
2878,2708,2708,2708,2708,4551,568.7,3369.31,1.93,4066.02,3760,1,1,0,0.116914627461498
2879,2709,2709,2709,2709,4307,981.56,-109.79,1.48,3442.54,2194,1,1,0,0.114780224381305
2880,2710,2710,2710,2710,4485,2411.72,5000.86,6.49,1020.3,3617,1,1,0,0.159383846811956
2881,2711,2711,2711,2711,4451,2962.84,3884.24,6.15,4855.13,9569,1,1,0,0.0859854776343296
2882,2712,2712,2712,2712,4264,3474.39,-2882.07,1.84,2404.12,9104,1,1,0,0.0602309383936485
2883,2713,2713,2713,2713,4203,2436.24,11854.62,4.24,4146.77,1146,1,1,0,0.0629319934057494
2884,2714,2714,2714,2714,4194,3327.04,12930.65,3.85,3994.34,6896,1,1,0,0.0833172092147164
2885,2715,2715,2715,2715,4490,4311.92,-898.67,4.08,2137.69,764,1,1,0,0.0815486467954408
2886,2716,2716,2716,2716,4376,1877.07,-484.01,4,4198.02,6119,1,1,0,0.114455816825839
2887,2717,2717,2717,2717,4390,3444.31,4676.31,8.42,1241.64,5823,1,1,0,0.159316372449344
2888,2718,2718,2718,2718,4488,3295.94,11719.07,4.18,1772.49,2646,1,1,0,0.103106483351578
2889,2719,2719,2719,2719,4440,3186.11,7831.82,3.97,1145.11,8008,1,1,0,0.129757996666721
2890,2720,2720,2720,2720,4344,2921.64,3115.77,1.27,286.49,8685,1,1,0,0.103846567774615
2891,2721,2721,2721,2721,4386,3633.53,12894.52,8.11,1174.08,6310,1,1,0,0.0869273926566745
2892,2722,2722,2722,2722,4258,4094.53,1873.57,6.94,3243.05,2449,1,1,0,0.138460466787891
2893,2723,2723,2723,2723,4237,1966.73,4968.2,4.07,3807.92,4828,1,1,0,0.164749897118119
2894,2724,2724,2724,2724,4438,3277.27,4975.91,5.07,1757.07,4368,1,1,0,0.165784224513664
2895,2725,2725,2725,2725,4421,1250.07,9454,8.15,3687.21,6821,1,1,0,0.128577598611839
2896,2726,2726,2726,2726,4300,3782.47,4632.94,4.1,35.26,253,1,1,0,0.0334912770925288
2897,2727,2727,2727,2727,4518,4403.16,10185.68,5.26,3795.53,4566,1,1,0,0.111639629670432
2898,2728,2728,2728,2728,4470,3809.75,3183.07,1.18,4198.75,1415,1,1,0,0.117955083524655
2899,2729,2729,2729,2729,4325,2460.54,3408.18,9.26,4960.06,695,1,1,0,0.0926416181952975
